Manduca sexta
Mangifera indica
Mangora acalypha
Manihot esculenta
Maniola jurtina
Mannheimia granulomatis
Mannheimia haemolytica
Mannheimia varigena
Manopus biguttatus
Mantis religiosa
Manuelia postica
Marah fabacea
Marasmiellus candidus
Marasmiellus praeacutus
Marasmiellus ramealis
Marasmius
Marasmius alliaceus
Marasmius androsaceus
Marasmius epiphylloides
Marasmius epiphyllus
Marasmius pallidocephalus
Marasmius quercophilus
Marasmius setosus
Marasmius tenuissimus
Marasmius torquescens
Maratus griseus
Marchandiomyces quercinus
Margarinotus purpurascens
Margarinotus ventralis
Margarops fuscatus
Margarornis squamiger
Margyricarpus pinnatus
Marietta carnesi
Marina divaricata
Marina parryi
Maritrema feliui
Marmara oregonensis
Marmara salictella
Maro minutus
Marpesia chiron
Marpesia eleuchea
Marpesia petreus
Marrubium vulgare
Marshallagia marshalli
Marshallia caespitosa
Marssonina acerina
Marssonina betulae
Marssonina kriegeriana
Marssonina martinii
Marssonina ochroleuca
Marssonina santonensis
Marssonina truncatula
Martes flavigula
Martes foina
Martes martes
Martes pennanti
Martes zibellina
Massaria
Massaria anomia
Massaria denigrans
Massaria inquinans
Massaria pupula
Massaria vomitoria
Massarina neesii
Massarina papulosa
Mastophora phrynosoma
Mastor exoteria
Matricaria chamomilla
Matricaria discoidea
Matteuccia struthiopteris
Matthiola incana
Maurandya antirrhiniflora
Mauranthemum paludosum
Mayamaea atomus
Maytenus boaria
Mazamastrongylus odocoilei
Mazus miquelii
Mazus pumilus
Mazzantia angelicae
Mecaphesa schlingeri
Mecardonia procumbens
Mechanitis menapis
Mechanitis polymnia
Mecinus collaris
Mecinus pyraster
Mecistocirrus digitatus
Meconema meridionale
Meconema thalassinum
Medauroidea extradentata
Medetera impigra
Medetera jacula
Medetera melancholica
Medicago falcata
Medicago lupulina
Medicago polymorpha
Medicago ruthenica
Medicago sativa
Mediorhynchus gallinarum
Medusagyne oppositifolia
Megabothris turbidus
Megachile (Hackeriapis) sp. 6 CJP-2016
Megachile amparo
Megachile bicolor
Megachile brevis
Megachile centuncularis
Megachile disjuncta
Megachile euzona
Megachile ignescens
Megachile inermis
Megachile lanata
Megachile latimanus
Megachile leachella
Megachile ligniseca
Megachile maritima
Megachile melanophaea
Megachile mendica
Megachile perihirta
Megachile pictiventris
Megachile piliceps
Megachile pilidens
Megachile pugnata
Megachile relativa
Megachile rotundata
Megachile rufiventris
Megachile sculpturalis
Megachile texana
Megachile venusta
Megachile xylocopoides
Megacyllene caryae
Megacyllene robiniae
Megadelphax sordidula
Megaerops ecaudatus
Megaerops wetmorei
Megalaima asiatica
Megalaima australis
Megalaima faiostricta
Megalaima haemacephala
Megalaima incognita
Megalaima lineata
Megalaima oorti
Megalaima virens
Megalaima viridis
Megalaima zeylanica
Megalocystidium
Megalocystidium luridum
Megalographa biloba
Megalopyge chrysocoma
Megalopyge defoliata
Megalopyge opercularis
Megalopyge radiata
Megalopyge urens
Megarynchus pitangua
Megascops asio
Megascops choliba
Megasternum concinnum
Megastigmus atlanticus
Megastigmus pinus
Megastigmus rafni
Megastigmus spermotrophus
Megastigmus stigmatizans
Megastigmus transvaalensis
Megastigmus wachtli
Megatelus contractus
Megisba malaya
Megisto cymela
Megninia cubitalis
Melaleuca citrina
Melaleuca leucadendra
Melaleuca nesophila
Melampsora allii-fragilis
Melampsora amygdalinae
Melampsora bigelowii
Melampsora caprearum
Melampsora carpini
Melampsora epitea
Melampsora euphorbiae
Melampsora laricis-pentandrae
Melampsora laricis-populina
Melampsora medusae
Melampsora occidentalis
Melampsora paradoxa
Melampsora ribesii-purpureae
Melampsora salicina
Melampsora salicis-albae
Melampsoridium
Melampsoridium betulinum
Melampsoridium carpini
Melampsoridium hiratsukanum
Melanactes piceus
Melanagromyza aeneoventris
Melanagromyza angeliciphaga
Melanamphora
Melanargia galathea
Melanchra adjuncta
Melanchra assimilis
Melanchra persicariae
Melanchra picta
Melanchra pulverulenta
Melanchroia chephise
Melanconiella carpinicola
Melanconiella hyperopta
Melanconiella spodiaea
Melanconis alni
Melanconis chrysostroma
Melanconis modonia
Melanconis spodiaea
Melanconis stilbostoma
Melanconis thelebola
Melanconium apiocarpum
Melanconium betulinum
Melanconium bicolor
Melanconium conglomeratum
Melanconium hederae
Melanconium ramulorum
Melanconium sphaeroideum
Melanconium stromaticum
Melanconium viscosum
Melandrya caraboides
Melanelixia glabratula
Melanelixia subaurifera
Melanerpes cactorum
Melanerpes carolinus
Melanerpes erythrocephalus
Melanerpes flavifrons
Melanerpes portoricensis
Melangyna arctica
Melangyna cincta
Melangyna guttata
Melangyna labiatarum
Melangyna lasiophthalma
Melangyna novaezealandiae
Melangyna quadrimaculata
Melangyna sexguttata
Melangyna umbellatarum
Melanogaster ambiguus
Melanogrammus aeglefinus
Melanoleuca fumosolutea
Melanolophia canadaria
Melanolophia imitata
Melanomma
Melanomma pulvis-pyrius
Melanoplus bivittatus
Melanoplus borealis
Melanoplus differentialis
Melanoplus fasciatus
Melanoplus femurrubrum
Melanoplus sanguinipes
Melanoplus spretus
Melanoplus viridipes
Melanops delilei
Melanops tulasnei
Melanops vanvleckii
Melanopsamma pomiformis
Melanopsammella
Melanopsammella preussii
Melanospora fusispora
Melanospora longisetosa
Melanostoma mellinum
Melanostoma scalare
Melanthera nivea
Melanthium virginicum
Melasis buprestoides
Melasmia gleditschiae
Melastoma candidum
Meleagrid alphaherpesvirus 1
Melecta albifrons
Melegrivirus A
Meles leucurus
Meles meles
Melia azedarach
Melica nutans
Melica uniflora
Melicytus ramiflorus
Meligethes erythropus
Meligethes nigrescens
Meligramma guttata
Melilotus albus
Melilotus altissimus
Melilotus indicus
Melilotus officinalis
Melinda cognata
Melinopterus punctatosulcatus
Meliola ambigua
Meliola bidentata
Meliola camelliae
Meliola capensis
Meliola fagarae-nitidae
Meliola hederae
Meliola sakawensis
Meliola stemonae
Meliponula bocandei
Meliscaeva auricollis
Meliscaeva cinctella
Melissa officinalis
Melissococcus plutonius
Melissodes communis
Melissodes druriella
Melissodes tepaneca
Melittobia acasta
Melittobia australica
Melittobia hawaiiensis
Mellicta athalia
Melochia tomentosa
Melogramma campylosporum
Meloidogyne brevicauda
Meloidogyne hapla
Meloidogyne incognita
Meloidogyne naasi
Meloidogyne thamesi
Melolontha melolontha
Melomastia mastoidea
Melon yellow spot orthotospovirus
Melosira varians
Melozone crissalis
Memecylon elaeagni
Memecylon ovatifolium
Menacanthus cornutus
Menacanthus eurysternus
Menacanthus pallidulus
Menacanthus stramineus
Menegazzia terebrata
Menemerus bivittatus
Menemerus taeniatus
Menispora britannica
Menispora ciliata
Menopon gallinae
Mensularia
Mensularia radiata
Mentha aquatica
Mentha arvensis
Mentha canadensis
Mentha longifolia
Mentha pulegium
Mentha spicata
Mentha suaveolens
Mentha vagans
Mentha × piperita
Mentzelia involucrata
Mentzelia jonesii
Mentzelia multiflora
Mentzelia pumila
Menyanthes trifoliata
Meottomyces dissimulans
Meraporus graminicola
Mercurialis perennis
Meriania nobilis
Meriania peltata
Meridion circulare
Meripilus giganteus
Merismodes anomala
Merismodes fasciculata
Merismus megapterus
Merismus nitidus
Merlangius merlangus
Merluccius merluccius
Merodon equestris
Merops apiaster
Merops hirundineus
Merops ornatus
Merops philippinus
Merops pusillus
Mertensia sibirica
Mertensia virginica
Meruliporia incrassata
Merulius tremellosus
Mesembrina meridiana
Mesembryanthemum cordifolium
Mesocriconema xenoplax
Mesoneura opaca
Mesopeltita truncatipennis
Mesopolobus albitarsus
Mesopolobus amaenus
Mesopolobus bruchophagi
Mesopolobus dubius
Mesopolobus fagi
Mesopolobus fasciiventris
Mesopolobus fuscipes
Mesopolobus jucundus
Mesopolobus lichtensteini
Mesopolobus mediterraneus
Mesopolobus milleri
Mesopolobus sericeus
Mesopolobus spermotrophus
Mesopolobus szelenyii
Mesopolobus tarsatus
Mesopolobus tibialis
Mesopolobus xanthocerus
Mesopolobus zetterstedtii
Mesopsylla tuschkan
Mesorhizobium amorphae
Mesorhizobium loti
Mesorhizobium robiniae
Mesosa curculionoides
Mesosa nebulosa
Mesostephanus yedeae
Mesovelia mulsanti
Messor structor
Mestobregma plattei
Mestocharella javensis
Mestra amymone
Metadinium medium
Metallura tyrianthina
Metallus albipes
Metallus capitalis
Metallus pumilus
Metamasius callizona
Metamasius hemipterus
Metaphycus asterolecanii
Metaphycus dispar
Metaphycus flavus
Metaphycus gennaroi
Metaphycus hirtipennis
Metaphycus hispanicus
Metaphycus insidiosus
Metaphycus lounsburyi
Metaphycus maculipennis
Metaphycus melanostomatus
Metaphycus murakamii
Metaphycus nadius
Metaphycus punctipes
Metaphycus silvestrii
Metaphycus stagnarum
Metaphycus stanleyi
Metaphycus zebratus
Metarhizium anisopliae
Metasphaeria
Metasphaeria complanata
Metasphaeria hederae
Metasphaeria helicicola
Metastrongylus apri
Metcalfa pruinosa
Metellina mengei
Metellina segmentata
Methanobrevibacter millerae
Methanobrevibacter woesei
Methona confusa
Methylobacterium fujisawaense
Methylobacterium gregans
Methylobacterium mesophilicum
Metisa hypoleuca
Metisa plana
Metoliophilus uvatici
Metopolophium dirhodum
Metroliasthes lucida
Metrosideros excelsa
Metrosideros fulgens
Metrosideros perforata
Metrosideros polymorpha
Metuloidea murashkinskyi
Metzgeria fruticulosa
Metzgeria furcata
Meunieriella aquilonia
Miconia cataractae
Miconia denticulata
Miconia floribunda
Miconia pedicellata
Miconia plethorica
Miconia prasina
Miconia resima
Miconia squamulosa
Miconia summa
Miconia theizans
Micoureus demerarae
Micranthes pensylvanica
Micranthes tolmiei
Micrargus apertus
Microbacterium arborescens
Microbacterium flavescens
Microbacterium paraoxydans
Microbacterium trichothecenolyticum
Microcalicium conversum
Microcebus rufus
Microchrysa polita
Micrococcus endophyticus
Micrococcus luteus
Microcyclus stuebelii
Microdiplodia asterigmatica
Microdiplodia betulae
Microdiplodia hedericola
Microdiplodia inconspicua
Microdiplodia minuta
Microdiplodia perpusilla
Microdiplodia pyrina
Microdiplodia quercicola
Microdiplodia robiniae
Microdiplodia vineae
Microdiscula rubicola
Microdon myrmicae
Microgynium rectangulatum
Microlejeunea ulicina
Microlestes maurus
Microlestes minutulus
Microlophus indefatigabilis
Micromesistius poutassou
Micromphale brassicolens
Micromphale foetidum
Micromus posticus
Microneta viaria
Micronycteris megalotis
Micropeplus brunneus
Micropeplus punctatus
Micropera abietis
Microrhagus lepidus
Microrhagus pygmaeus
Microsarotis palamedes
Microsomacanthus crenatus
Microsorum pustulatum
Microsphaera
Microsphaera alphitoides
Microsphaera grossulariae
Microsphaera penicillata
Microsphaera platani
Microsphaera trifolii
Microsporidium thomsoni
Microsporum gallinae
Microsporum gypseum
Microstegium vimineum
Microstomus kitt
Microstroma album
Microterys chalcostomus
Microterys choui
Microterys clauseni
Microterys cneus
Microterys dichrous
Microterys ericeri
Microterys lunatus
Microterys masii
Microterys metaceronemae
Microterys nietneri
Microterys seyon
Microterys sylvius
Microthyrium fagi
Microthyrium ilicinum
Microthyrium microscopicum
Microthyrium versicolor
Microtus chrotorrhinus
Micrurapteryx salicifoliella
Middle East respiratory syndrome-related coronavirus
Middle Point orbivirus
Mikania cordifolia
Mikania micrantha
Mikiola fagi
Milax gagates
Milesia crabroniformis
Milichiella lucidula
Millerozyma farinosa
Millettia pinnata
Millettia usaramensis
Miltogramma brevipila
Milvago chimachima
Milvus migrans
Milvus milvus
Mimas tiliae
Mimela costata
Mimeraspis cuspiloba
Mimeusemia vilemani
Mimoides thymbraeus
Mimosa camporum
Mimosa invisa
Mimosa pigra
Mimosa pudica
Mimosa quadrivalvis
Mimosa strigillosa
Mimulus alatus
Mimulus ringens
Mimus gilvus
Mimus melanotis
Mimus parvulus
Mimus polyglottos
Mimus saturninus
Minettia semifulva
Miniopterus schreibersii
Minotetrastichus frontalis
Minuartia californica
Minuartia douglasii
Minuartia groenlandica
Miomantis caffra
Mionectes rufiventris
Miotropis unipuncta
Mirabilis jalapa
Mirabilis laevis
Mirabilis melanotricha
Mirandina corticola
Miresa albipuncta
Miresa argentifera
Miresa clarissa
Mischocyttarus drewseni
Mischocyttarus flavitarsis
Mischocyttarus mexicanus
Misumena vatia
Misumenoides formosipes
Misumessus tamiami
Mitracarpus maxwelliae
Mitrastemon yamamotoi
Mitsuokella jalaludinii
Mniotilta varia
Mocyta fungi
Mocyta orbata
Moduza procris
Moechotypa diphysis
Moehringia lateriflora
Moelleriella betulae
Mohoua novaeseelandiae
Moku virus
Molinia caerulea
Molippa sabina
Mollisia
Mollisia caespitosula
Mollisia cinerea
Mollisia cinerella
Mollisia clavata
Mollisia escharodes
Mollisia ligni
Mollisia nervicola
Mollisia olivascens
Mollisia ramealis
Mollisia rehmii
Mollisina acerina
Mollisina rubi
Mollisiopsis lanceolata
Mollugo verticillata
Molluscum contagiosum virus
Molobratia teutonus
Molops elatus
Molorchus umbellatarum
Molossus coibensis gammaherpesvirus A
Molothrus ater
Molothrus bonariensis
Molothrus oryzivorus
Molva molva
Moma alpium
Momordica charantia
Momordica yellow mosaic betasatellite
Monalonion velezangeli
Monarda bradburiana
Monarda citriodora
Monarda didyma
Monarda fistulosa
Monarda punctata
Monardella odoratissima
Monardella villosa
Monema flavescens
Moniezia benedeni
Moniezia denticulata
Moniezia expansa
Moniezia neumanni
Moniezia planissima
Monilia polystroma
Monilinia fructicola
Monilinia fructigena
Monilinia laxa
Monilinia padi
Monilinia polystroma
Monnina salicifolia
Monobia quadridens
Monocephalus fuscipes
Monochaetia
Monochaetum myrtoideum
Monochamus alternatus
Monochamus saltuarius
Monochetus sulcatus
Monodaeus couchii
Monodontomerus aeneus
Monodontomerus aereus
Monodontomerus dentipes
Monodontomerus laticornis
Monodontomerus minor
Monoleuca semifascia
Monophadnoides ruficruris
Monosteira unicostata
Monostichella robergei
Monostichella salicis
Monotropa hypopitys
Monsoma pulveratum
Montagnula donacina
Montanoa ovalifolia
Montanoa quadrangularis
Montia fontana
Monticalia guadalupe
Monticalia ledifolia
Monticalia nitida
Monticalia pulchella
Monticalia vaccinioides
Monticola solitarius
Montivipera albizona
Montivipera bulgardaghica
Montivipera raddei
Montivipera xanthina
Moodna ostrinella
Moranila californica
Moraxella bovis
Moraxella bovoculi
Moraxella cuniculi
Moraxella ovis
Morchella esculenta
Mordellistena falsoparvula
Mordellistena humeralis
Mordellistena parvula
Morella cerifera
Morella pubescens
Morellia aenescens
Morellia hortorum
Morellia micans
Morellia simplex
Morenoina clarkii
Morganella longispina
Morganella morganii
Moricandia arvensis
Morinda citrifolia
Mormo maura
Mormoops blainvillei
Morophaga choragella
Mortierella wolfii
Morus alba
Moschus leucogaster
Mosesia chordeilesia
Mosgovovia variabilis
Mosgovoyia ctenoides
Mosgovoyia pectinata
Mosla dianthera
Motacilla alba
Mucor erysiphe
Mucor genevensis
Mucor mucedo
Mucor piriformis
Mucor racemosus
Muehlenbeckia australis
Muehlenbeckia axillaris
Muehlenbeckia hastulata
Muehlenbeckia tamnifolia
Mulberry badnavirus 1
Mulberry mosaic leaf roll associated virus
Mullus surmuletus
Mulsantina mexicana
Multiceps multiceps
Multiceps serialis
Mumps orthorubulavirus
Munida rugosa
Munnozia senecionidis
Muntiacus reevesi
Murdannia keisak
Murgantia histrionica
Murid betaherpesvirus 1
Murid betaherpesvirus 2
Murid gammaherpesvirus 4
Murid gammaherpesvirus 7
Murid herpesvirus 1
Murid herpesvirus 2
Murid herpesvirus 4
Murine astrovirus
Murine coronavirus
Murine herpesvirus
Murine leukemia virus
Mus musculus
Mus spretus
Musa acuminata
Musa basjoo
Musca autumnalis
Musca domestica
Musca hytrosavirus
Musca osiris
Muscardinus avellanarius
Muscari armeniacum
Muscari neglectum
Muscicapa striata
Muscidifurax raptor
Muscidifurax raptorellus
Muscidifurax raptoroides
Muscidifurax uniraptor
Muscidifurax zaraptor
Muscina assimilis
Muscina levida
Muscina pascuorum
Muscina prolapsa
Muscina stabulans
Musineon divaricatum
Musophaga rossae
Mustela erminea
Mustela eversmanii
Mustela frenata
Mustela lutreola
Mustela nivalis
Mustela putorius
Mustela sibirica
Mustelus mustelus
Mutisia clematis
Mutisia decurrens
Myadestes ralloides
Myathropa florea
Mycena
Mycena adscendens
Mycena cecidiophila
Mycena citricolor
Mycena corticola
Mycena dasypus
Mycena epipterygia
Mycena galericulata
Mycena haematopus
Mycena inclinata
Mycena lilacifolia
Mycena maculata
Mycena overholtsii
Mycena picta
Mycena pseudocorticola
Mycena rhenana
Mycena rosea
Mycena smithiana
Mycena subcana
Mycetinis ignobilis
Mycetobia pallipes
Mycetochara flavipes
Mycetochara humeralis
Mycetophagus ater
Mycetoporus nigricollis
Mycoacia aurea
Mycoacia nothofagi
Mycoacia uda
Mycoaciella bispora
Mycobacterium africanum
Mycobacterium asiaticum
Mycobacterium avium
Mycobacterium bourgelatii
Mycobacterium bovis
Mycobacterium caprae
Mycobacterium chelonae
Mycobacterium elephantis
Mycobacterium farcinogenes
Mycobacterium fortuitum
Mycobacterium gadium
Mycobacterium genavense
Mycobacterium goodii
Mycobacterium kansasii
Mycobacterium microti
Mycobacterium phlei
Mycobacterium pinnipedii
Mycobacterium scrofulaceum
Mycobacterium senegalense
Mycobacterium smegmatis
Mycobacterium terrae
Mycobacterium tuberculosis
Mycoblastus sanguinarius
Mycocalia denudata
Mycocalia duriaeana
Mycocalicium subtile
Mycocentrospora acerina
Mycoplasma agalactiae
Mycoplasma alkalescens
Mycoplasma alvi
Mycoplasma arginini
Mycoplasma bovigenitalium
Mycoplasma bovirhinis
Mycoplasma bovis
Mycoplasma bovoculi
Mycoplasma californicum
Mycoplasma canadense
Mycoplasma capricolum
Mycoplasma coccoides
Mycoplasma dispar
Mycoplasma gallinaceum
Mycoplasma gallinarum
Mycoplasma gallisepticum
Mycoplasma iowae
Mycoplasma leachii
Mycoplasma lipofaciens
Mycoplasma mycoides
Mycoplasma pullorum
Mycoplasma synoviae
Mycoplasma wenyonii
Mycosphaerella
Mycosphaerella aethiops
Mycosphaerella allicina
Mycosphaerella anethi
Mycosphaerella angelicae
Mycosphaerella bolleana
Mycosphaerella bulgarica
Mycosphaerella cerasella
Mycosphaerella confusa
Mycosphaerella conglomerata
Mycosphaerella dianthi
Mycosphaerella fraxini
Mycosphaerella fruticum
Mycosphaerella genuflexa
Mycosphaerella hedericola
Mycosphaerella iridis
Mycosphaerella latebrosa
Mycosphaerella maculiformis
Mycosphaerella millegrana
Mycosphaerella mori
Mycosphaerella pseudacaciae
Mycosphaerella punctiformis
Mycosphaerella pyri
Mycosphaerella ribis
Mycosphaerella rosicola
Mycosphaerella rubella
Mycosphaerella salicicola ex
Mycosphaerella tassiana
Mycosphaerella vitis
Mycovellosiella
Myctophum punctatum
Mydaea humeralis
Mydaea urbana
Myelois circumvoluta
Myiarchus antillarum
Myiarchus magnirostris
Myiarchus tuberculifer
Myioborus miniatus
Myioborus ornatus
Myiodynastes maculatus
Myiomma cixiiforme
Myiopagis caniceps
Myiophobus fasciatus
Myiopsitta monachus
Myiothlypis nigrocristata
Myiozetetes similis
Mymar pulchellum
Myocastor coypus
Myodes gapperi
Myodes glareolus
Myolepta dubia
Myolepta varipes
Myophonus caeruleus
Myoporum laetum
Myoporum parvifolium
Myosotis arvensis
Myosotis asiatica
Myosotis latifolia
Myosotis scorpioides
Myosotis stricta
Myosotis sylvatica
Myosoton aquaticum
Myosurus minimus
Myotis bechsteinii
Myotis californicus
Myotis daubentonii
