Phragmidium pauciloculare
Phragmidium rubi-idaei
Phragmidium shensianum
Phragmidium violaceum
Phragmidium yoshinagai
Phragmoporthe conformis
Phragmotelium rubi-thunbergii
Phragmotrichum chailletii
Phrissogonus laticostata
Phrixolepia sericea
Phryxe nemea
Phryxe vulgaris
Phtheochroa micana
Phthonosema invenustaria
Phuopsis stylosa
Phyciodes tharos
Phycis phycis
Phycopeltis arundinacea
Phycopeltis epiphyton
Phyla lanceolata
Phyla nodiflora
Phyllachora angelicae
Phyllachora heraclei
Phyllachora pomigena
Phyllactinia
Phyllactinia alnicola
Phyllactinia fraxini
Phyllactinia guttata
Phyllactinia mali
Phyllanthus salviifolius
Phyllaphis fagi
Phyllastrephus cabanisi
Phyllastrephus hypochloris
Phyllobaenus scaber
Phyllobius betulinus
Phyllobius intrusus
Phyllobius maculicornis
Phyllobius oblongus
Phyllobius pyri
Phyllobius roboretanus
Phyllobius viridicollis
Phyllocnistis ampelopsiella
Phyllocnistis saligna
Phyllocnistis toparcha
Phyllocnistis vitegenella
Phyllocnistis vitifoliella
Phyllocolpa oblita
Phyllocoptes eupadi
Phyllocoptes triacis
Phyllodesma americana
Phyllodrepa gracilicornis
Phyllodrepoidea crenata
Phyllomyias fasciatus
Phylloneta impressa
Phyllonorycter alnivorella
Phyllonorycter chrysella
Phyllonorycter corylifoliella
Phyllonorycter crataegella
Phyllonorycter distentella
Phyllonorycter esperella
Phyllonorycter fitchella
Phyllonorycter froelichiella
Phyllonorycter geniculella
Phyllonorycter harrisella
Phyllonorycter heegeriella
Phyllonorycter joannisi
Phyllonorycter klemannella
Phyllonorycter maestingella
Phyllonorycter malella
Phyllonorycter mespilella
Phyllonorycter messaniella
Phyllonorycter muelleriella
Phyllonorycter platani
Phyllonorycter platanoidella
Phyllonorycter quercifoliella
Phyllonorycter restrictella
Phyllonorycter robiniella
Phyllonorycter roboris
Phyllonorycter spinicolella
Phyllonorycter stettinensis
Phyllonorycter strigulatella
Phyllonorycter tenerella
Phyllonorycter ulmifoliella
Phyllonorycter vulturella
Phyllopalpus pulchellus
Phyllopertha horticola
Phyllophaga anxia
Phyllophaga ephilida
Phylloporia ribis
Phylloporus pelletieri
Phylloscartes oustaleti
Phylloscopus bonelli
Phylloscopus budongoensis
Phylloscopus collybita
Phylloscopus sibillatrix
Phylloscopus trochilus
Phylloscopus xanthoschistos
Phyllosticta
Phyllosticta acericola
Phyllosticta aceris
Phyllosticta ampelicida
Phyllosticta angelicae
Phyllosticta berlesiana
Phyllosticta bicolor
Phyllosticta bolleana
Phyllosticta carpini
Phyllosticta circumscissa
Phyllosticta concentrica
Phyllosticta dearnessii
Phyllosticta decidua
Phyllosticta decipiens
Phyllosticta destruens
Phyllosticta diedickei
Phyllosticta eriobotryae
Phyllosticta faginea
Phyllosticta fraxinicola
Phyllosticta guttulatae
Phyllosticta hederacea
Phyllosticta lantanae-verae
Phyllosticta minima
Phyllosticta oxalidis
Phyllosticta perniciosa
Phyllosticta philoprina
Phyllosticta pirina
Phyllosticta platanoidis
Phyllosticta polygonorum
Phyllosticta prunicola
Phyllosticta pseudoplatani
Phyllosticta pyrorum
Phyllosticta rubicola
Phyllosticta ruborum
Phyllosticta sycophila
Phyllosticta tirolensis
Phyllostictina viticola
Phyllostomus hastatus
Phyllotopsis nidulans
Phyllotreta atra
Phyllotreta nigripes
Phyllotreta undulata
Phyllotreta vittula
Phylloxera quercus
Phymata americana
Phymata fasciata
Phymata pacifica
Phymata pennsylvanica
Phymatodes aeneus
Phymatodes maculicollis
Phymatodes nigerrimus
Phymatodes testaceus
Phymatodes vilitatis
Phymatotrichopsis omnivora
Physalacria stilboidea
Physalis acutifolia
Physalis angulata
Physalis crassifolia
Physalis longifolia
Physalis peruviana
Physalis philadelphica
Physaloptera apivori
Physalospora
Physaria fendleri
Physaria gordonii
Physarum contextum
Physcia adscendens
Physcia aipolia
Physcia stellaris
Physcia tenella
Physciella chloantha
Physconia distorta
Physconia grisea
Physocarpus capitatus
Physocarpus malvaceus
Physocarpus opulifolius
Physocephala burgessi
Physocephala rufipes
Physocephala tibialis
Physocephalus sexalatus
Physopella
Physostegia virginiana
Phyteuma nigrum
Phyteuma orbiculare
Phytocoris populi
Phytocoris tiliae
Phytolacca americana
Phytolacca bogotensis
Phytolacca dioica
Phytolacca octandra
Phytomia zonata
Phytomyza angelicae
Phytomyza angelicastri
Phytomyza fricki
Phytomyza heracleana
Phytophthora
Phytophthora alni
Phytophthora alphaendornavirus 1
Phytophthora cactorum
Phytophthora cambivora
Phytophthora cinnamomi
Phytophthora citrophthora
Phytophthora cryptogea
Phytophthora drechsleri
Phytophthora kernoviae
Phytophthora pseudosyringae
Phytophthora pseudotsugae
Phytophthora ramorum
Phytophthora syringae
Phytoseius echinus
Phytoseius macropilis
Phytotoma rutila
Piaya cayana
Pica pica
Picconia excelsa
Picea abies
Picea breweriana
Picea engelmannii
Picea glauca
Picea mariana
Picea pungens
Picea sitchensis
Pichia
Pichia fermentans
Picipes badius
Picoides villosus
Picris hieracioides
Pieris brassicae
Pieris japonica
Pieris napi
Pieris rapae
Piezodorus lituratus
Pigeon-dominant Coronavirus
Pigeon circovirus
Pilaira anomala
Pilaira moreaui
Pilatia foliorum
Pilea dauciodora
Pilea fallax
Pilea pumila
Pileolaria terebinthi
Pilidiella diplodiella
Pilidium acerinum
Pilidium concavum
Piloblephis rigida
Pilobolus
Pilobolus lentiger
Pilobolus roridus
Pilosella aurantiaca
Pilosella officinarum
Pilosocereus leucocephalus
Pilumnus inermis
Pimelea ligustrina
Pimpinella anisum
Pimpinella cumbrae
Pimpinella major
Pimpinella saxifraga
Pinalitus cervinus
Pineus pini
Pingasa chlora
Pinnaspis melaleucae
Pinnaspis strachani
Pinnularia abaujensis
Pinnularia appendiculata
Pinnularia cf. interrupta
Pinnularia divergens
Pinnularia microstauron
Pinnularia subcapitata
Pinnularia viridis
Pinus albicaulis
Pinus banksiana
Pinus clausa
Pinus contorta
Pinus echinata
Pinus elliottii
Pinus engelmannii
Pinus flexilis
Pinus halepensis
Pinus jeffreyi
Pinus koraiensis
Pinus monticola
Pinus nigra
Pinus ponderosa
Pinus radiata
Pinus resinosa
Pinus strobiformis
Pinus strobus
Pinus sylvestris
Pionus maximiliani
Piophila casei
Piper aduncum
Piper auritum
Piper excelsum
Pipistrellus pygmaeus
Pipiza austriaca
Pipiza fenestrata
Pipiza festiva
Pipiza luteitarsis
Pipiza noctiluca
Pipizella viduata
Pipizella virens
Pipraeidea melanonota
Pipreola riefferii
Piptocephalis cylindrospora
Piptocephalis freseniana
Piptocephalis lepidula
Piptocephalis pseudocephala
Piptoporus betulinus
Pipturus albidus
Piranga flava
Piranga ludoviciana
Piranga rubra
Piromyces communis
Pisaura mirabilis
Pisaurina mira
Piscidia piscipula
Pisolithus arhizus
Pisonia aculeata
Pissodes fasciatus
Pissodes obscurus
Pistacia terebinthus
Pistillaria ramealis
Pisum sativum
Pitangus sulphuratus
Pithya cupressina
Pithya vulgaris
Pittosporum crassifolium
Pittosporum eugenioides
Pittosporum tenuifolium
Pittosporum tobira
Pittosporum undulatum
Pityogenes chalcographus
Pityokteines minutus
Pityophthorus pulchellus
Pityrosporum
Pixuna virus
Placonotus zimmermanni
Placotettix taeniatifrons
Plagiobothrys bracteatus
Plagiochila exigua
Plagiognathus arbustorum
Plagiognathus chrysanthemi
Plagionotus arcuatus
Plagionotus christophi
PLAGIORCHIS (P.) NOBLEI
Plagiorchis noblei
Plagiosphaera gleditsiae
Plagiosterna aenea
Plagiostoma apiculatum
Plagiostoma inclinatum
Plagiostoma salicellum
Plagodis dolabraria
Plagodis fervidaria
Plagodis pulveraria
Planococcus ficus
Planolinoides borealis
Planothidium delicatulum
Planothidium lanceolatum
Plantago australis
Plantago lagopus
Plantago lanceolata
Plantago major
Plantago media
Plantibacter auratus
Plasmodiophora alni
Plasmodiophora elaeagni sensu
Plasmodium falciparum
Plasmodium gallinaceum
Plasmodium juxtanucleare
Plasmodium lutzi
Plasmodium unalis
Plasmopara
Plasmopara crustosa
Plasmopara nivea
Plasmopara ribicola
Plasmopara viticola
Platanthera blephariglottis
Platanthera chlorantha
Platanthera praeclara
Platanus hybrida
Platanus orientalis
Platichthys flesus
Platismatia glauca
Platismatia herrei
Platismatia lacunosa
Platismatia stenophylla
Platyceps collaris
Platyceps najadum
Platyceps ventromaculatus
Platycercus caledonicus
Platycercus elegans
Platycercus eximius
Platycheirus angustatus
Platycheirus ciliger
Platycheirus clypeatus
Platycheirus dexter
Platycheirus discimanus
Platycheirus ecuadoriensis
Platycheirus fenestrata
Platycheirus fulviventris
Platycheirus granditarsus
Platycheirus manicatus
Platycheirus nielseni
Platycheirus peltatus
Platycheirus rosarum
Platycheirus scambus
Platycheirus scutatus
Platycheirus sp.
Platycheirus sticticus
Platycodon grandiflorus
Platydema violaceum
Platydracus stercorarius
Platygaster robiniae
Platygerrhus subglaber
Platygerrhus unicolor
Platygyrium repens
Platynaspis luteorubra
Platynota idaeusalis
Platynota rostrana
Platynota stultana
Platynus assimilis
Platyplectrus laeviscuta
Platypleura kaempferi
Platypus cylindrus
Platyrhinus resinosus
Platyrrhinus lineatus
Platyspiza crassirostris
Platysteira castanea
Platysteira cyanea
Platystethus nitens
Platystomos albinus
Platystomum diminuens
Platytetranychus multidigituli
Plautia crossota
Plebeia sp.
Plecia nearctica
Plecotus austriacus
Plecotus macrobullaris
Plectocephalus americanus
Plectosphaera rhytismophila
Plectranthus ornatus
Plectranthus parviflorus
Plectritis congesta
Plectrodera scalator
Plectrophenax nivalis
Plemyria rubiginata
Plenodomus libanotidis
Pleomassaria carpini
Pleomassaria siparia
Pleosphaeria hispida
Pleosphaeria mori
Pleospora
Pleospora allii
Pleospora herbarum
Pleospora moricola
Pleospora theae
Pleromelloida conserta
Plesiomonas shigelloides
Plesionika edwardsii
Plesionika heterocarpus
Plethodon cinereus
Pleuroceras gleditschiae
Pleuroceras pseudoplatani
Pleurocybella porrigens
Pleuronectes platessa
Pleurophoma
Pleurophoma cava
Pleurophoma pleurospora
Pleurophragmium
Pleurophragmium parvisporum
Pleuroptya iopasalis
Pleurostomophora richardsiae
Pleurostylia leucocarpa
Pleurotheciopsis pusilla
Pleurotus cornucopiae
Pleurotus dryinus
Pleurotus ostreatus
Pleurotus pulmonarius
Plexippus petersi
Plicatura nivea
Plicaturopsis crispa
Plocama pendula
Ploceus capensis
Ploceus cucullatus
Ploceus melanocephalus
Ploceus velatus
Plochmopeltis intricata
Plodia interpunctella
Ploettnera exigua
Plowrightia abietis
Pluchea chingoyo
Pluchea odorata
Pluchea sericea
Plum bark necrosis stem pitting-associated virus
Plum pox virus
Plumbago auriculata
Plutarchia guascensis
Plutella xylostella
Pluteus
Pluteus cervinus
Pluteus chrysophaeus
Pluteus granularis
Pluteus hispidulus
Pluteus petasatus
Pluteus phlebophorus
Pluteus salicinus
Pluteus thomsonii
Pluteus umbrosus
Plutothrix bicolorata
Plutothrix trifasciata
Pneumocystis carinii
Pnigalio agraules
Pnigalio kopetdagensis
Pnigalio longulus
Pnigalio nemati
Pnigalio pectinicornis
Pnigalio soemius
Poa annua
Poa fendleriana
Poa nemoralis
Poa palustris
Poa pratensis
Poa secunda
Poa trivialis
Poa wheeleri
Poanes hobomok
Pochazia albomaculata
Pochazia shantungensis
Pocota personata
Poculum
Poculum firmum
Podagrion gibbum
Podagrion pachymerum
Podagrion splendens
Podarcis bocagei
Podarcis erhardii
Podarcis filfolensis
Podarcis gaigeae
Podarcis hispanicus
Podarcis lilfordi
Podarcis melisellensis
Podarcis milensis
Podarcis muralis
Podarcis peloponnesiacus
Podarcis pityusensis
Podarcis raffoneae
Podarcis siculus
Podarcis tauricus
Podarcis tiliguerta
Podarcis vaucheri
Podarcis waglerianus
Podocarpus oleifolius
Podon intermedius
Podophyllum peltatum
Podops inuncta
Podoscypha multizonata
Podosesia syringae
Podosordaria leporina
Podosordaria tulasnei
Podosphaera
Podosphaera aphanis
Podosphaera clandestina
Podosphaera leucotricha
Podosphaera mors-uvae
Podosphaera tridactyla
Podospora
Podospora aloides
Podospora appendiculata
Podospora collapsa
Podospora communis
Podospora conica
Podospora curvicolla
Podospora decipiens
Podospora ellisiana
Podospora fimiseda
Podospora globosa
Podospora granulostriata
Podospora gwynne-vaughaniae
Podospora intestinacea
Podospora myriospora
Podospora pauciseta
Podospora perplexans
Podospora perplexens
Podospora pleiospora
Podospora pyriformis
Podospora setosa
Podospora tetraspora
Podoxyphium yuccae
Poecile atricapillus
Poecile montanus
Poecile palustris
Poecile rufescens
Poecilium alni
Poecilocampa populi
Poecilocapsus lineatus
Poecilus cupreus
Poecilus versicolor
Poeppigia procera
Pogoniulus bilineatus
Pogonocherus hispidulus
Pogonocherus hispidus
Pogonomyrmex desertorum
Pogononeura xantholepis
Polemonium reptans
Polemonium viscosum
Polietes lardaria
Polietes lardarius
Poliomintha incana
Polistes apachus
Polistes associus
Polistes aurifer
Polistes badius
Polistes bahamensis
Polistes canadensis
Polistes chinensis
Polistes dominula
Polistes dorsalis
Polistes exclamans
Polistes fuscatus
Polistes gallicus
Polistes gigas
Polistes instabilis
Polistes major
Polistes metricus
Polistes nimpha
Polistes rothneyi
Polistes stigma
Polistes takasagonus
Polites carus
Polites origenes
Polites sabuleti
Polites themistocles
Pollenia amentaria
Pollenia angustigena
Pollenia intermedia
Pollenia pediculata
Pollenia rudis
Pollia condensata
Polyaspinus cylindricus
Polyaspis patavinus
Polyaspis sansonei
Polybia scutellaris
Polycesta californica
Polyctor enops
Polydesmia pruinosa
Polydrusus mollis
Polygala alpestris
Polygonella robusta
Polygonia c-album
Polygonia faunus
Polygonia interrogationis
Polygonia satyrus
Polygonum arenastrum
Polygonum aviculare
Polygonum capitatum
Polygonum foliosum
Polygonum nepalense
Polygonum paronychia
Polygonum pensylvanicum
Polygonum plebejum
Polygonum pubescens
Polygonum senticosum
Polygonum sieboldii
Polylepis quadrijuga
Polymerus nigrita
Polymerus unifasciatus
Polynema fumipenne
Polynema striaticorne
Polyocha depressella
Polyommatus icarus
Polypedilum convictum
Polypedilum nubeculosum
Polyplax serrata
Polypodium vulgare
Polypogon plumigeralis
Polyporus
Polyporus barbaeformis
Polyporus brumalis
Polyporus cinnabarrinus
Polyporus durus
Polyporus leptocephalus
Polyporus planus
Polyporus populneus
Polyporus radicatus
Polyporus squamosus
Polyporus tuberaster
Polyporus umbellatus
Polypus dispansus
Polyscias maraisiana
Polyscytalum fecundissimum
Polyspora axillaris
Polystichum vestitum
Polystigma fulvum
Polystigma rubrum
Polytaenia nuttallii
Polytrichum commune
Polyura sempronius
Pomatorhinus musicus
Pomatorhinus schisticeps
Pontania proxima
Pontederia cordata
Pontia protodice
Poospiza melanoleuca
Popillia japonica
Populus alba
Populus balsamifera
Populus deltoides
Populus fremontii
Populus grandidentata
Populus nigra
Populus suaveolens
Populus tremula
Populus tremuloides
Populus trichocarpa
Porcellio scaber
Porcine circovirus
Porcine circovirus 2
Porcine faeces associated circular DNA molecule-1
Porella arboris-vitae
Porella cordaeana
Porella pinnata
Porella platyphylla
Poria bourdotii
Poria byssina
Poria hypobrunnea
Poria micans
Poria pulchella
Poria stenospora
Poria weirii
Porlieria chilensis
Porodaedalea laricis
Porodaedalea pini
Porodisculus pendulus
Poronia
Poronia erici
Poronia punctata
Porphyrellus
Porphyrio hochstetteri
Porphyrio martinica
Porphyromonas levii
Porpoloma spinulosum
Porprismacovirus bovas1
Porprismacovirus bovas2
Porrocaecum angusticolle
Porrocaecum ensicaudatum
Portevinia maculata
Portulaca grandiflora
Portulaca oleracea
Portulacaria afra
Postharmostomum commitatum
Postharmostomum commutatum
Postharmostomum gallinum
Posthodiplostomum minimum
Postia balsamea
Postia caesia
Postia ceriflua
Postia floriformis
Postia guttulata
Postia leucomallella
Postia placenta
Postia sericeomollis
Postia stiptica
Postia subcaesia
Postia undosa
Potamia littoralis
Potebniamyces pyri
Potentilla anserina
Potentilla argentea
Potentilla canadensis
Potentilla erecta
Potentilla fissa
Potentilla fructicosa
Potentilla fruticosa
Potentilla gracilis
Potentilla indica
Potentilla norvegica
Potentilla pulcherrima
Potentilla recta
Potentilla reptans
Potentilla simplex
Potentilla wallichiana
Potthastia longimana
Praesetora divergens
Praetumpfia obducens
Praon flavinode
Pratylenchus brachyurus
Pratylenchus loosi
Pratylenchus vulnus
Prays fraxinella
Prays ruficeps
Premna serratifolia
Premnotrypes latithorax
Premnotrypes vorax
Prenolepis imparis
Presbytis melalophos
Prestoea acuminata
Preussia
Prevotella ruminicola
Primula acaulis
Primula elatior
Primula parryi
Primula veris
Prinia bairdii
Prinia crinigera
Prinia leucopogon
Priognathus monilicornis
Prionomitus mitratus
Prionomitus tiliaris
Prionoxystus robiniae
Prionus coriarius
Prionychus ater
Prionychus melanarius
Pristimantis elegans
Pristiphora (Gymnonychus) abbreviata
Pristiphora (Pristiphora) subbifida
Pristiphora abbreviata
Pristiphora appendiculata
Pristiphora pallipes
Pristiphora subbifida
Pristiphora testacea
Pritchardia munroi
Prochiloneurus aegyptiacus
Prochiloneurus bolivari
Prochiloneurus comperei
Prochiloneurus testaceus
Prociphilus (Prociphilus) fraxini
Prociphilus bumeliae
Prociphilus fraxini
Prociphilus tessellatus
Procloeon bifidum
Procnias nudicollis
Prococcus acutissimus
Procometis spoliatrix
Procordulia smithii
Proctacanthus fulviventris
Proctolaelaps fiseri
Proctolaelaps pini
Proctolaelaps pygmaeus
Procyon lotor
Prodecatoma cooki
Prodiamesa olivacea
Prodotiscus insignis
Proeulia auraria
Proeulia chrysopteris
Proeulia triquetra
Profenusa pygmaea
Progne subis
Prolimacodes badia
Promachus hinei
Promachus rufipes
Promachus yesonicus
Promalactis suzukiella
Propionibacterium acnes
Propionibacterium australiense
Propionibacterium propionicum
Propolis leonis
Propsocus pulchripennis
Propylaea quatuordecimpunctata
Propylea quatuordecimpunctata
Prosartes smithii
Prosopis glandulosa
Prosopis pallida
Prosopis velutina
Prosorhynchus crucibulum
Prosotas dubiosa
Prospero autumnale
Prospodium tuberculatum
Prosthecium auctum
Prosthecium lantanae
Prosthecium platanoidis
Prosthecium pyriforme
Prosthemadera novaeseelandiae
Prosthogonimus macrorchis
Prosthogonimus ovatus
Prostomis mandibularis
Protaetia orientalis
Protapanteles porthetriae
Protapion apricans
Protapion assimile
Protapion fulvipes
Protapion nigritarse
Protapion trifolii
Protea neriifolia
Proteoteras implicata
Proteus mirabilis
Proteus penneri
Proteus vulgaris
Protodontia fascicularis ex
Protographium leosthenes
Protographium marcellus
Protomyces macrosporus
Protophormia terraenovae
Protosmia rubifloris
Protostrongylus boughtoni
Protostrongylus cuniculorum
Protostrongylus oryctolagi
Prototheca blaschkeae
Prototheca zopfii
Providencia alcalifaciens
Providencia burhodogranariea
Providencia heimbachae
Providencia rettgeri
Providencia stuartii
Providencia vermicola
Prunella modularis
Prunella vulgaris
Prunus americana
Prunus angustifolia
Prunus armeniaca
Prunus autumnalis
Prunus avium
Prunus avium1
Prunus avium2
Prunus caroliniana
Prunus cerasifera
Prunus cerasus
Prunus demissa
Prunus domestica
Prunus dulcis
Prunus fasciculata
Prunus ilicifolia
Prunus laurocerasus
Prunus lusitanica
Prunus mandshurica
Prunus maritima
Prunus mexicana
Prunus mume
Prunus padus
Prunus pensylvanica
Prunus persica
Prunus rivularis
Prunus serotina
Prunus serrulata
Prunus spinosa
Prunus tomentosa
Prunus virginiana
Prunus virus F
Prunus virus T
Psacadina zernyi
Psacothea hilaris
Psallus (Mesopsallus) ambiguus
Psallus (Psallus)
Psallus (Psallus) flavellus
Psallus (Psallus) salicis
Psallus ambiguus
Psallus flavellus
Psallus lepidus
Psaltriparus minimus
Psammodromus algirus
Psammodromus hispanicus
Psammotettix alienus
Psammotettix confinis
Psammothidium altaicum
Psammothidium levanderi
Psammothidium scoticum
Psathyrella coprophila
Psathyrella cotonea
Psathyrella hirta
Psathyrella narcotica
Psathyrella scatophila
Psathyrella sphaerocystis
Psathyrella stercoraria
Psathyrotes ramosissima
Pselactus spadix
Psen ater
Pseudalethe poliocephala
Pseudaletia unipuncta
Pseudallescheria boydii
Pseudanthracia coracias
Pseudaonidia duplex
Pseudargyrotoza conwagana
Pseudaugochlora graminea
Pseudaulacaspis manni
Pseudaulacaspis pentagona
Pseudautomeris latus
Pseudencyrtus salicisstrobili
Pseudobutyrivibrio xylanivorans
Pseudocapillaria americana
Pseudocerastes persicus
Pseudocercospora araliae
Pseudocercospora destructiva
Pseudocercospora eriobotryae
Pseudocercospora fici
Pseudocercospora fici-caricae
Pseudocercospora guianensis
Pseudocercospora ixorae
Pseudocercospora mali
Pseudocercospora pallida
Pseudocercospora pittospori
Pseudocercospora snelliana
Pseudocercospora sordida
Pseudocercospora theae
Pseudocercospora vitis
Pseudocercosporella pastinacae
Pseudochaete tabacina
Pseudochermes fraxini
Pseudocistela ceramboides
Pseudoclanis postica
Pseudococcobius vinealis
Pseudococcus calceolariae
Pseudococcus comstocki
Pseudococcus longispinus
Pseudococcus maritimus
Pseudococcus viburni
Pseudocoremia suavis
Pseudocosmospora pithoides
Pseudocowpox virus
Pseudocymopterus montanus
Pseudocyphellaria hawaiiensis
Pseudocyphellaria mallota
Pseudocyphellaria perpetua
Pseudocyphellaria rainierensis
Pseudodiplodia ampelina
Pseudodirphia eumedide
Pseudodynerus quadrisectus
Pseudogaurotina cressoni
Pseudognaphalium beneolens
Pseudognaphalium californicum
Pseudognaphalium dombeyanum
Pseudognaphalium macounii
Pseudognaphalium obtusifolium
Pseudogonia rufifrons
Pseudographis elatina
Pseudohydnum gelatinosum
Pseudohylesinus nebulosus
Pseudoidium araliacearum
Pseudoinonotus dryadeus
Pseudoips prasinana
Pseudolachnea hispidula
Pseudoloxops coccineus
Pseudomallada prasinus
Pseudomasaris vespoides
Pseudombrophila theioleuca
Pseudomicrodochium aciculare
Pseudomicrodochium cylindricum
Pseudomonas aeruginosa
Pseudomonas amygdali
Pseudomonas cedrina
Pseudomonas corrugata
Pseudomonas fluorescens
Pseudomonas fulva
Pseudomonas graminis
Pseudomonas mendocina
Pseudomonas pseudoalcaligenes
Pseudomonas putida
Pseudomonas savastanoi
Pseudomonas syringae
Pseudonaja textilis
Pseudopanax lessonii
Pseudopanurgus labrosus
Pseudoperonospora cubensis
Pseudopezicula tetraspora
Pseudopezicula tracheiphila
Pseudopeziza sclerotinioides
Pseudophysaloptera formosana
Pseudoproboscispora caudae-suis
Pseudopus apodus
Pseudoroegneria spicata
Pseudosarcosoma latahense
Pseudoscops clamator
Pseudospiropes
Pseudospiropes obclavatus
Pseudospiropes subuliferus
Pseudosplanchnonema phorcioides
Pseudostaurosira brevistriata
Pseudotargionia crenulata
Pseudotargionia inconspicua
Pseudothyatira cymatophoroides
Pseudotomentella flavovirens
Pseudotomentella mucidula
Pseudotsuga menziesii
Pseudovalsa
Pseudovalsa lanciformis
Pseudovalsa macrosperma
Pseudovalsa modonia
Pseudovalsa umbonata
Pseudovalsaria
Pseudovalsaria ferruginea
Pseudovalsaria foedans
Pseudozizeeria maha
Pseumenes depressus
Psiadia terebinthina
Psidium cattleianum
Psidium guajava
Psilachnum auranticolor
Psilochorus utahensis
Psilocybe alutacea
Psilocybe moelleri
Psilocybe subcoprophila
Psilonotus adamas
Psilostomum ondatrae
Psittacara erythrogenys
Psittacara holochlorus
Psittaciform 1 orthobornavirus
Psittacula eupatria
Psittacula himalayana
Psittacula krameri
Psoralea lanceolata
Psoralea onobrychis
Psoralea tenuiflora
Psoricoptera gibbosella
Psoroptes bovis
Psoroptes cervinae
Psoroptes cervinus
Psoroptes cuniculi
Psoroptes equi
Psoroptes ovis
Psorothamnus emoryi
Psorothamnus schottii
Psorothamnus spinosus
Psychomorpha epimenis
Psychophagus omnivorus
Psychotria ligustrifolia
Psychotria nervosa
Psylla alni
Psylla floccosa
Psyllaephagus lusitanicus
Psyllaephagus pilosus
Psyllaephagus procerus
Psylliodes cuprea
Psyllobora vigintiduopunctata
Psyllobora vigintimaculata
Psyllopsis discrepans
Psyllopsis distinguenda
Psyllopsis fraxini
Psyllopsis fraxinicola
Psyllopsis machinosus
Psyllopsis repens
Psyttalia fletcheri
Ptelea trifoliata
Pteleobius vittatus
Pteridium aquilinum
Pteris deflexa
Pteris muricata
Pterocallis alni
Pterocallis alnifoliae
Pterocallis maculatus
Pterocephalus lasiospermus
Pterocomma salicis
Pterodoras granulosus
Pterogonium gracile
Pterolichus obtusus
Pterolophia formosana
Pteromalus apum
Pteromalus bifoveolatus
Pteromalus briani
Pteromalus chrysos
Pteromalus conformis
Pteromalus conopidarum
Pteromalus fuscipennis
Pteromalus helenomus
Pteromalus puparum
Pteromalus semotus
Pteromys volans
Pterophanes cyanopterus
Pteroptrix bicolor
Pteroptrix dimidiata
Pteroptrix maritima
Pteropus alecto
Pteropus conspicillatus
Pteropus dasymallus
Pteropus giganteus
Pteropus lylei
Pteropus mariannus
Pteropus niger
Pteropus poliocephalus
Pteropus pselaphon
Pteropus rufus
Pterostichus melanarius
Pterostichus minor
Pterostichus strenuus
Pterostichus vernalis
Pterostoma sinicum
Pterula
Ptilimnium capillaceum
Ptilinopus magnificus
Ptilinopus purpuratus
Ptilinopus regina
Ptilinopus superbus
Ptilinus pectinicornis
Ptilodon capucina
Ptinus subpilosus
Ptomaphagus sericatus
Ptosima gibbicollis
Ptosima idolynae
Ptycholoma lecheana
Ptycholomoides aeriferana
Puccinia
Puccinia abundans
Puccinia adoxae
Puccinia allii
Puccinia andropogonis
Puccinia angelicae
Puccinia angelicae-edulis
Puccinia antirrhini
Puccinia arenariae
Puccinia belamcandae
Puccinia bistortae
Puccinia caricina
Puccinia caricis-boottianae
Puccinia chloridis
Puccinia chrysanthemi
Puccinia chrysosplenii
Puccinia concrescens
Puccinia crandallii
Puccinia dioicae
Puccinia dracunculina
Puccinia fagopyri
Puccinia fagopyricola
Puccinia graminis
Puccinia heraclei
Puccinia hieracii
Puccinia horiana
Puccinia iridis
Puccinia lantanae
Puccinia mei-mamillata
Puccinia menthae
Puccinia novozelandica
Puccinia oenotherae
Puccinia oxalidis
Puccinia phragmitis
Puccinia polygoni-amphibii
Puccinia porri
Puccinia pruni
Puccinia psidii
Puccinia sorghi
Puccinia sparganioides
Puccinia symphoricarpi
Puccinia tanaceti
Puccinia thaliae
Puccinia tuberculata
Pucciniastrum americanum
Pucciniastrum arcticum
Pucciniastrum areolatum
Pucciniastrum kusanoi
Pucciniastrum malloti
Pulex irritans
Pulicaria dysenterica
Pulicaria paludosa
Pulmonaria obscura
Pulmonaria officinalis
Pulsatilla nuttalliana
Pulsatilla vulgaris
Pulvinaria caballeroramosae
Pulvinaria hydrangeae
Pulvinaria psidii
Pulvinaria regalis
Pulvinaria vitis
Puma concolor
Punica granatum
Purpuricenus temminckii
Purshia tridentata
Puschkinia scilloides
Pustulipora corticola
Putoniella pruni
Puumala hantavirus
Puumala orthohantavirus
Puya alpestris
Puya bicolor
Puya clava-herculis
Puya goudotiana
Puya nitida
Puya santosii
Puya trianae
Pycnanthemum incanum
Pycnanthemum muticum
Pycnanthemum pilosum
Pycnanthemum tenuifolium
Pycnanthemum verticillatum
Pycnanthemum virginianum
Pycnonotus atriceps
Pycnonotus barbatus
Pycnonotus cafer
Pycnonotus capensis
Pycnonotus finlaysoni
Pycnonotus flaviventris
Pycnonotus jocosus
Pycnonotus leucogenys
Pycnonotus luteolus
Pycnonotus xantholaemus
Pycnopeziza sejournei
Pycnoporellus alboluteus
Pycnoporellus fulgens
Pycnoporus
Pycnoporus coccineus
Pycnoscelus surinamensis
Pygoderma bilabiatum
Pylaisia polyantha
Pyracantha angustifolia
Pyracantha coccinea
Pyracantha crenulata
