"","speciesName_globi","canonicalName_GBIF.canonicalName","canonicalName_GBIF.scientificName","kingdom.kingdom","kingdom.matchType","usageKey"
"7553","Heterakis bonasae",Heterakis,NA,Animalia,NA,11141013
"7554","Heterakis gallinae",Heterakis gallinarum,NA,Animalia,NA, 2284269
"7555","Heterakis gallinarum",Heterakis gallinarum,NA,Animalia,NA, 2284269
"7556","Heterakis indica",Heterakis,NA,Animalia,NA,11141013
"7557","Heterakis perspicillum",Heterakis,NA,Animalia,NA,11141013
"7558","Heterakis vesicularis",Heterakis vesicularis,NA,Animalia,NA, 2284266
"7559","Heterarmia charon",Heterarmia charon,NA,Animalia,NA, 1977988
"7560","Heterarthrus aceris",Heterarthrus aceris,NA,Animalia,NA, 6097043
"7561","Heterarthrus cuneifrons",Heterarthrus cuneifrons,NA,Animalia,NA, 8539145
"7562","Heterarthrus flavicollis",Heterarthrus flavicollis,NA,Animalia,NA, 8197000
"7563","Heterarthrus vagans",Heterarthrus vagans,NA,Animalia,NA, 6097044
"7564","Heterobasidion annosum",Heterobasidion annosum,NA,Fungi,NA, 2551968
"7565","Heterobasidion occidentale",Heterobasidion occidentale,NA,Fungi,NA, 7433737
"7566","Heterobotrys paradoxa",Heterobotrys paradoxa,NA,Fungi,NA, 8445914
"7567","Heterocampa cubana",Heterocampa cubana,NA,Animalia,NA, 5119022
"7568","Heterocentron elegans",Heterocentron elegans,NA,Plantae,NA, 3859326
"7569","Heterocordylus tibialis",Heterocordylus tibialis,NA,Animalia,NA, 4488141
"7570","Heterodermia speciosa",Heterodermia speciosa,NA,Fungi,NA, 2609349
"7571","Heteromeles arbutifolia",Heteromeles arbutifolia,NA,Plantae,NA, 5370154
"7572","Heteronychus arator",Heteronychus arator,NA,Animalia,NA, 4995411
"7573","Heteropacha rileyana",Heteropacha rileyana,NA,Animalia,NA, 1733525
"7574","Heteropatella umbilicata",Heteropatella umbilicata,NA,Fungi,NA, 8639347
"7575","Heterophasia auricularis",Heterophasia auricularis,NA,Animalia,NA, 2493394
"7576","Heteroradulum deglubens",Heteroradulum deglubens,NA,Fungi,NA, 9688507
"7577","Heterosphaeria alpestris",Heterosphaeria alpestris,NA,Fungi,NA, 2581994
"7578","Heterosphaeria patella",Heterosphaeria patella,NA,Fungi,NA, 2581982
"7579","Heterosporium fraxini",Heterosporium,NA,Fungi,NA, 2588386
"7580","Heterosporium proteus",Heterosporium,NA,Fungi,NA, 2588386
"7581","Heterosporium symphoricarpi",Heterosporium,NA,Fungi,NA, 2588386
"7582","Heterotheca camporum",Heterotheca camporum,NA,Plantae,NA, 5402008
"7583","Heterotheca canescens",Heterotheca canescens,NA,Plantae,NA, 5401993
"7584","Heterotheca grandiflora",Heterotheca grandiflora,NA,Plantae,NA, 5401996
"7585","Heterotheca sessiliflora",Heterotheca sessiliflora,NA,Plantae,NA, 5401998
"7586","Heterotheca villosa",Heterotheca villosa,NA,Plantae,NA, 5401977
"7587","Heterotoma planicornis",Heterotoma planicornis,NA,Animalia,NA, 2012110
"7588","Heuchera americana",Heuchera americana,NA,Plantae,NA, 3032665
"7589","Heuchera maxima",Heuchera maxima,NA,Plantae,NA, 3032675
"7590","Heuchera villosa",Heuchera villosa,NA,Plantae,NA, 3032655
"7591","Hexagonia hirta",NA,Hexagonia hirta (P.Beauv.) Fr.,NA,EXACT, 8812694
"7592","Heydenia pretiosa",Heydenia pretiosa,NA,Animalia,NA, 7799376
"7593","Hibiscadelphus giffardianus",Hibiscadelphus giffardianus,NA,Plantae,NA, 3152788
"7594","Hibiscus laevis",Hibiscus laevis,NA,Plantae,NA, 3152576
"7595","Hibiscus moscheutos",Hibiscus moscheutos,NA,Plantae,NA, 3152596
"7596","Hibiscus rosa-sinensis",Hibiscus rosa-sinensis,NA,Plantae,NA, 3152559
"7597","Hibiscus syriacus",Hibiscus syriacus,NA,Plantae,NA, 3152583
"7598","Hibiscus tiliaceus",NA,Hibiscus tiliaceus L.,NA,EXACT, 3152584
"7599","Hibiscus trionum",Hibiscus trionum,NA,Plantae,NA, 3152560
"7600","Hieraaetus pennatus",Hieraaetus pennatus,NA,Animalia,NA, 2480685
"7601","Hieracium albiflorum",Hieracium albiflorum,NA,Plantae,NA, 3136067
"7602","Hieracium umbellatum",Hieracium umbellatum,NA,Plantae,NA, 3135329
"7603","Hieronyma huilensis",Hieronyma huilensis,NA,Plantae,NA, 3079111
"7604","Hierophis gemonensis",Hierophis gemonensis,NA,Animalia,NA, 2458928
"7605","Hierophis viridiflavus",Hierophis viridiflavus,NA,Animalia,NA, 2458916
"7606","Himacerus apterus",Himacerus apterus,NA,Animalia,NA, 2021041
"7607","Himacerus mirmicoides",Himacerus mirmicoides,NA,Animalia,NA, 4487069
"7608","Himasthla alincia",Himasthla alincia,NA,Animalia,NA, 4414067
"7609","Himatione sanguinea",Himatione sanguinea,NA,Animalia,NA, 2494524
"7610","Himatolabus pubescens",Himatolabus pubescens,NA,Animalia,NA, 1173509
"7611","Hinatara recta",Hinatara recta,NA,Animalia,NA, 4490743
"7612","Hipparchia fidia",Hipparchia fidia,NA,Animalia,NA, 1918632
"7613","Hipparchia semele",Hipparchia semele,NA,Animalia,NA, 8176911
"7614","Hipparchia statilinus",Hipparchia statilinus,NA,Animalia,NA, 8035998
"7615","Hippobosca equina",Hippobosca equina,NA,Animalia,NA, 1638218
"7616","Hippocrepis comosa",Hippocrepis comosa,NA,Plantae,NA, 5353750
"7617","Hippodamia convergens",Hippodamia convergens,NA,Animalia,NA, 4989894
"7618","Hippodamia quinquesignata",Hippodamia quinquesignata,NA,Animalia,NA, 4989885
"7619","Hippodamia variegata",Hippodamia variegata,NA,Animalia,NA, 1043082
"7620","Hippomane mancinella",Hippomane mancinella,NA,Plantae,NA, 3063705
"7621","Hippotion celerio",Hippotion celerio,NA,Animalia,NA, 1862293
"7622","Hippotion eson",Hippotion eson,NA,Animalia,NA, 1862311
"7623","Hirschfeldia incana",Hirschfeldia incana,NA,Plantae,NA, 3050595
"7624","Hirstionyssus soricis",NA,Hirstionyssus soricis (Turk, 1945),NA,EXACT, 8675989
"7625","Histomonas meleagridis",Histomonas meleagridis,NA,Protozoa,NA, 3210231
"7626","Histophilus somni",Histophilus somni,NA,Bacteria,NA, 3222243
"7627","Histoplasma capsulatum",Histoplasma capsulatum,NA,Fungi,NA, 3469218
"7628","Hobbya stenonota",Hobbya stenonota,NA,Animalia,NA, 1393149
"7629","Hockeria rubra",Hockeria rubra,NA,Animalia,NA, 1363235
"7630","Hockeria unicolor",Hockeria unicolor,NA,Animalia,NA, 1363229
"7631","Hohenbuehelia angustata",Hohenbuehelia angustata,NA,Fungi,NA, 2526362
"7632","Hohenbuehelia fluxilis",Hohenbuehelia fluxilis,NA,Fungi,NA, 2526341
"7633","Hohenbuehelia petaloides",Hohenbuehelia petaloides,NA,Fungi,NA, 2526256
"7634","Hoheria populnea",Hoheria populnea,NA,Plantae,NA, 3940089
"7635","Holcaeus calligetus",Holcaeus calligetus,NA,Animalia,NA, 1391106
"7636","Holcaeus stenogaster",Holcaeus stenogaster,NA,Animalia,NA, 1391101
"7637","Holcostethus strictus",Holcostethus strictus,NA,Animalia,NA, 6096794
"7638","Holcus lanatus",Holcus lanatus,NA,Plantae,NA, 2706164
"7639","Holobus apicatus",Holobus apicatus,NA,Animalia,NA, 4442892
"7640","Holocerina smilax",Holocerina smilax,NA,Animalia,NA, 5885259
"7641","Holodiscus discolor",Holodiscus discolor,NA,Plantae,NA, 2987780
"7642","Holodiscus dumosus",Holodiscus dumosus,NA,Plantae,NA, 2987762
"7643","Hololepta aequalis",Hololepta aequalis,NA,Animalia,NA, 1044643
"7644","Holoparasitus calcaratus",Holoparasitus calcaratus,NA,Animalia,NA, 4549820
"7645","Holoparasitus excipuliger",NA,Holoparasitus excipuliger (Berlese, 1905),NA,EXACT, 4549845
"7646","Holopleura marginata",Holopleura marginata,NA,Animalia,NA, 5005994
"7647","Holotrichapion aethiops",Holotrichapion aethiops,NA,Animalia,NA, 4463445
"7648","Holwaya mucida",Holwaya mucida,NA,Fungi,NA, 3481158
"7649","Homadaula albizziae",NA,Homadaula albizziae Clarke, 1943,NA,EXACT, 1992540
"7650","Homadaula anisocentra",Homadaula anisocentra,NA,Animalia,NA, 1992547
"7651","Homalanthus populifolius",Homalanthus populifolius,NA,Plantae,NA, 3072641
"7652","Homalia trichomanoides",Homalia trichomanoides,NA,Plantae,NA, 5282904
"7653","Homalodisca liturata",Homalodisca liturata,NA,Animalia,NA, 2044799
"7654","Homalodisca vitripennis",Homalodisca vitripennis,NA,Animalia,NA, 2044814
"7655","Homalogaster paloniae",Homalogaster paloniae,NA,Animalia,NA, 5890810
"7656","Homalogaster philippinensis",Homalogaster,NA,Animalia,NA, 3268261
"7657","Homalota plana",Homalota plana,NA,Animalia,NA, 1041424
"7658","Homalothecium sericeum",Homalothecium sericeum,NA,Plantae,NA, 2673098
"7659","Homalotylus flaminius",Homalotylus flaminius,NA,Animalia,NA, 1376310
"7660","Homalotylus sinensis",Homalotylus sinensis,NA,Animalia,NA, 1376343
"7661","Homo sapiens",Homo sapiens,NA,Animalia,NA, 2436436
"7662","Homola barbata",Homola barbata,NA,Animalia,NA, 2226040
"7663","Homona coffearia",Homona coffearia,NA,Animalia,NA, 1745947
"7664","Homona magnanima",Homona magnanima,NA,Animalia,NA, 1745952
"7665","Homona trachyptera",Homona trachyptera,NA,Animalia,NA, 1745936
"7666","Homophron spadiceum",Homophron spadiceum,NA,Fungi,NA, 7686337
"7667","Homotoma ficus",Homotoma ficus,NA,Animalia,NA, 5153082
"7668","Honigbergiella ruminantium",Honigbergiella,NA,Protozoa,NA, 4892349
"7669","Hop stunt viroid",Hop stunt viroid,NA,Viruses,NA, 9899604
"7670","Hoplitis fulgida",Hoplitis fulgida,NA,Animalia,NA, 5038677
"7671","Hoplitis pilosifrons",Hoplitis pilosifrons,NA,Animalia,NA, 5038701
"7672","Hoplitis producta",Hoplitis producta,NA,Animalia,NA, 5038673
"7673","Hoplitis robusta",Hoplitis robusta,NA,Animalia,NA, 1337391
"7674","Hoplobatrachus tigerinus",Hoplobatrachus tigerinus,NA,Animalia,NA, 2430380
"7675","Hoplocampa brevis",Hoplocampa brevis,NA,Animalia,NA, 4491736
"7676","Hoplocampa flava",Hoplocampa flava,NA,Animalia,NA, 4491733
"7677","Hoplolaimus columbus",Hoplolaimus columbus,NA,Animalia,NA, 7021436
"7678","Hoplosternum littorale",Hoplosternum littorale,NA,Animalia,NA, 2342499
"7679","Hordeum vulgare",Hordeum vulgare,NA,Plantae,NA, 2706056
"7680","Horkelia cuneata",Horkelia cuneata,NA,Plantae,NA, 3025201
"7681","Hormotheca rubicola",NA,Hormotheca rubicola (Ellis & Everh.) Corlett & M.E.Barr,NA,EXACT, 2617596
"7682","Horornis diphone",Horornis diphone,NA,Animalia,NA, 8351644
"7683","Horvathiolus superbus",Horvathiolus superbus,NA,Animalia,NA, 4486348
"7684","Hosta sieboldiana",Hosta sieboldiana,NA,Plantae,NA, 5303933
"7685","Houstonia purpurea",Houstonia purpurea,NA,Plantae,NA, 5338840
"7686","Houttuynia cordata",Houttuynia cordata,NA,Plantae,NA, 5384931
"7687","Hovenia tomentella",Hovenia tomentella,NA,Plantae,NA, 3875388
"7688","Howardia biclavis",Howardia biclavis,NA,Animalia,NA, 8346462
"7689","Hubei alphadrosrhavirus",Hubei alphadrosrhavirus,NA,incertae sedis,NA,11704336
"7690","Huberia striata",Huberia striata,NA,Animalia,NA, 5035316
"7691","Human alphaherpesvirus 1",Human alphaherpesvirus 1,NA,incertae sedis,NA,10036393
"7692","Human picobirnavirus",Human picobirnavirus,NA,incertae sedis,NA, 9917201
"7693","Human respirovirus 3",Human respirovirus 3,NA,incertae sedis,NA,10286551
"7694","Humulus lupulus",Humulus lupulus,NA,Plantae,NA, 2984535
"7695","Humulus scandens",Humulus scandens,NA,Plantae,NA, 2984537
"7696","Hunnivirus A",Hunnivirus A,NA,incertae sedis,NA,10003641
"7697","Hyacinthoides hispanica",Hyacinthoides hispanica,NA,Plantae,NA, 5304257
"7698","Hyacinthoides non-scripta",Hyacinthoides non-scripta,NA,Plantae,NA, 5304283
"7699","Hyacinthoides var.",Hyacinthoides,NA,Plantae,NA, 5304256
"7700","Hyacinthus orientalis",Hyacinthus orientalis,NA,Plantae,NA, 2772666
"7701","Hyadaphis coriandri",Hyadaphis coriandri,NA,Animalia,NA, 2074122
"7702","Hyadaphis foeniculi",Hyadaphis foeniculi,NA,Animalia,NA, 2074115
"7703","Hyaena brunnea",Hyaena brunnea,NA,Animalia,NA, 5218780
"7704","Hyaena hyaena",Hyaena hyaena,NA,Animalia,NA, 5218777
"7705","Hyalinia albella",Hyalinia albella,NA,Fungi,NA, 7865053
"7706","Hyalomma aegyptium",Hyalomma aegyptium,NA,Animalia,NA, 2182943
"7707","Hyalomma dromedarii",Hyalomma dromedarii,NA,Animalia,NA, 2182972
"7708","Hyalomma lusitanicum",Hyalomma lusitanicum,NA,Animalia,NA, 2182959
"7709","Hyalomma marginatum",Hyalomma marginatum,NA,Animalia,NA, 4548126
"7710","Hyalomma scupense",Hyalomma scupense,NA,Animalia,NA, 4664581
"7711","Hyalomma truncatum",Hyalomma truncatum,NA,Animalia,NA, 2183002
"7712","Hyalomma volgense",Hyalomma,NA,Animalia,NA, 2183512
"7713","Hyalopeziza ciliata",Hyalopeziza ciliata,NA,Fungi,NA, 2585935
"7714","Hyalopeziza millepunctata",Hyalopeziza millepunctata,NA,Fungi,NA, 2585891
"7715","Hyalopeziza spinicola",Hyalopeziza spinicola,NA,Fungi,NA, 2585890
"7716","Hyalophora cecropia",Hyalophora cecropia,NA,Animalia,NA, 1865839
"7717","Hyalophora columbia",Hyalophora columbia,NA,Animalia,NA, 1865856
"7718","Hyalophora euryalus",Hyalophora euryalus,NA,Animalia,NA, 1865853
"7719","Hyalophora kasloensis",Hyalophora kasloensis,NA,Animalia,NA, 1865841
"7720","Hyalopterus pruni",Aphididae,NA,Animalia,NA,    3042
"7721","Hyaloscypha albohyalina",Hyaloscypha albohyalina,NA,Fungi,NA, 3489552
"7722","Hyaloscypha atomaria",Hyaloscypha atomaria,NA,Fungi,NA, 3489629
"7723","Hyaloscypha carpinacea",Hyaloscypha carpinacea,NA,Fungi,NA, 2585242
"7724","Hyaloscypha hyalina",Hyaloscypha hyalina,NA,Fungi,NA, 2585266
"7725","Hyaloscypha spiralis",Hyaloscypha spiralis,NA,Fungi,NA, 8306309
"7726","Hyaloscypha zalewskii",Hyaloscypha zalewskii,NA,Fungi,NA, 2585224
"7727","Hybanthus concolor",NA,Hybanthus concolor (T.F.Forst.) Spreng.,NA,EXACT, 2874227
"7728","Hyblaea puera",Hyblaea puera,NA,Animalia,NA, 1992315
"7729","Hybomitra frontalis",Hybomitra frontalis,NA,Animalia,NA, 1500467
"7730","Hydatigena granulosa",NA,Hydatigena granulosa Batsch, 1786,NA,EXACT, 7553852
"7731","Hydnellum concrescens",Hydnellum concrescens,NA,Fungi,NA, 4911185
"7732","Hydnellum scrobiculatum",Hydnellum scrobiculatum,NA,Fungi,NA, 2522326
"7733","Hydnellum spongiosipes",Hydnellum spongiosipes,NA,Fungi,NA, 2522335
"7734","Hydnellum velutinum",Hydnellum velutinum,NA,Fungi,NA, 6015182
"7735","Hydnomerulius pinastri",NA,Hydnomerulius pinastri (Fr.) Jarosch & Besl,NA,EXACT, 9074097
"7736","Hydnoporia tabacina",Hydnoporia tabacina,NA,Fungi,NA,10700730
"7737","Hydnum repandum",Hydnum repandum,NA,Fungi,NA, 2554716
"7738","Hydrangea arborescens",Hydrangea arborescens,NA,Plantae,NA, 2985986
"7739","Hydrangea aspera",Hydrangea aspera,NA,Plantae,NA, 3645663
"7740","Hydrangea chinensis",Hydrangea chinensis,NA,Plantae,NA, 7319010
"7741","Hydrangea hirta",Hydrangea hirta,NA,Plantae,NA, 3645074
"7742","Hydrangea macrophylla",Hydrangea macrophylla,NA,Plantae,NA, 2985994
"7743","Hydrangea paniculata",Hydrangea paniculata,NA,Plantae,NA, 2985995
"7744","Hydrangea quercifolia",Hydrangea quercifolia,NA,Plantae,NA, 2985993
"7745","Hydrangea serratifolia",Hydrangea serratifolia,NA,Plantae,NA, 3645540
"7746","Hydriomena impluviata",Hydriomena impluviata,NA,Animalia,NA, 1979308
"7747","Hydriomena renunciata",Hydriomena renunciata,NA,Animalia,NA, 1979255
"7748","Hydrocleys nymphoides",Hydrocleys nymphoides,NA,Plantae,NA, 2864584
"7749","Hydrocotyle heteromeria",Hydrocotyle heteromeria,NA,Plantae,NA, 3637717
"7750","Hydrocotyle humboldtii",Hydrocotyle humboldtii,NA,Plantae,NA, 6027003
"7751","Hydrocotyle ranunculoides",Hydrocotyle ranunculoides,NA,Plantae,NA, 3034613
"7752","Hydrophyllum appendiculatum",Hydrophyllum appendiculatum,NA,Plantae,NA, 2928279
"7753","Hydrophyllum fendleri",Hydrophyllum fendleri,NA,Plantae,NA, 2928274
"7754","Hydrophyllum tenuipes",Hydrophyllum tenuipes,NA,Plantae,NA, 2928272
"7755","Hydrophyllum virginianum",Hydrophyllum virginianum,NA,Plantae,NA, 2928281
"7756","Hydropisphaera arenula",Hydropisphaera arenula,NA,Fungi,NA, 2561257
"7757","Hydropisphaera erubescens",Hydropisphaera erubescens,NA,Fungi,NA, 2561247
"7758","Hydropus scabripes",NA,Hydropus scabripes (Murrill) Singer,NA,EXACT, 5243868
"7759","Hydropus subalpinus",Hydropus subalpinus,NA,Fungi,NA, 5243874
"7760","Hydrotaea aenescens",Hydrotaea aenescens,NA,Animalia,NA, 1528980
"7761","Hydrotaea cyrtoneurina",Hydrotaea cyrtoneurina,NA,Animalia,NA, 1529195
"7762","Hydrotaea dentipes",Hydrotaea dentipes,NA,Animalia,NA, 1529099
"7763","Hydrotaea ignava",Hydrotaea ignava,NA,Animalia,NA, 1528997
"7764","Hydrotaea tuberculata",Hydrotaea tuberculata,NA,Animalia,NA, 1529042
"7765","Hygrocybe conica",Hygrocybe conica,NA,Fungi,NA, 2538524
"7766","Hygrocybe cuspidata",Hygrocybe cuspidata,NA,Fungi,NA, 7616172
"7767","Hygromia cinctella",Hygromia cinctella,NA,Animalia,NA, 4565039
"7768","Hygrophila pogonocalyx",Hygrophila pogonocalyx,NA,Plantae,NA, 5575291
"7769","Hygrophoropsis aurantiaca",Hygrophoropsis aurantiaca,NA,Fungi,NA, 2525710
"7770","Hygrophorus chrysodon",Hygrophorus chrysodon,NA,Fungi,NA, 2538788
"7771","Hygrophorus eburneus",Hygrophorus eburneus,NA,Fungi,NA, 9053531
"7772","Hygrophorus lucorum",Hygrophorus lucorum,NA,Fungi,NA, 2538774
"7773","Hyla arborea",Hyla arborea,NA,Animalia,NA, 2427573
"7774","Hyla cinerea",NA,Hyla cinerea (Schneider, 1799),NA,EXACT, 2427574
"7775","Hyla meridionalis",Hyla meridionalis,NA,Animalia,NA, 2427555
"7776","Hyla sarda",Hyla sarda,NA,Animalia,NA, 2427563
"7777","Hyla savignyi",Hyla savignyi,NA,Animalia,NA, 2427599
"7778","Hylaeus affinis",Hylaeus affinis,NA,Animalia,NA, 1349363
"7779","Hylaeus annulatus",Hylaeus annulatus,NA,Animalia,NA, 1350053
"7780","Hylaeus asperithorax",Hylaeus asperithorax,NA,Animalia,NA, 1349594
"7781","Hylaeus communis",Hylaeus communis,NA,Animalia,NA, 1349795
"7782","Hylaeus cornutus",Hylaeus cornutus,NA,Animalia,NA, 1349619
"7783","Hylaeus euxanthus",Hylaeus euxanthus,NA,Animalia,NA, 1349401
"7784","Hylaeus leptocephalus",Hylaeus leptocephalus,NA,Animalia,NA, 1349573
"7785","Hylaeus mesillae cressoni",Hylaeus mesillae cressoni,NA,Animalia,NA, 9501053
"7786","Hylaeus modestus",Hylaeus modestus,NA,Animalia,NA, 1349446
"7787","Hylaeus pictipes",Hylaeus pictipes,NA,Animalia,NA, 1349889
"7788","Hylaeus rudbeckiae",Hylaeus rudbeckiae,NA,Animalia,NA, 1349944
"7789","Hylaeus signatus",Hylaeus signatus,NA,Animalia,NA, 1349904
"7790","Hylaeus sulphuripes",Hylaeus sulphuripes,NA,Animalia,NA, 1349384
"7791","Hylastes gracilis",Hylastes gracilis,NA,Animalia,NA, 1224483
"7792","Hylastes longicollis",Hylastes longicollis,NA,Animalia,NA, 1224534
"7793","Hylastes macer",Hylastes macer,NA,Animalia,NA, 1224470
"7794","Hylastes opacus",Hylastes opacus,NA,Animalia,NA,11191369
"7795","Hylastes pumilus",Hylastes pumilus,NA,Animalia,NA, 1224468
"7796","Hylastes ruber",Hylastes ruber,NA,Animalia,NA, 1224526
"7797","Hylastinus obscurus",Hylastinus obscurus,NA,Animalia,NA, 1223870
"7798","Hylecoetus dermestoides",Hylecoetus dermestoides,NA,Animalia,NA, 1034609
"7799","Hylemya variata",Hylemya variata,NA,Animalia,NA, 1573917
"7800","Hyleoides concinna",Hyleoides concinna,NA,Animalia,NA, 1350873
"7801","Hylephila phyleus",Hylephila phyleus,NA,Animalia,NA, 5715127
"7802","Hyles euphorbiae",Hyles euphorbiae,NA,Animalia,NA, 1862719
"7803","Hyles lineata",Hyles lineata,NA,Animalia,NA, 1862841
"7804","Hylesia lineata",Hylesia lineata,NA,Animalia,NA, 1867110
"7805","Hylesia nigricans",Hylesia nigricans,NA,Animalia,NA, 1867108
"7806","Hylesia paulex",Hylesia paulex,NA,Animalia,NA, 1867079
"7807","Hylesinus crenatus",Hylesinus crenatus,NA,Animalia,NA,10607334
"7808","Hylesinus fraxini",NA,Hylesinus fraxini (G.W.F.Panzer, 1799),NA,EXACT, 1239112
"7809","Hylesinus oleiperda",NA,Hylesinus oleiperda (J.C.Fabricius, 1792),NA,EXACT, 1239139
"7810","Hylesinus orni",Hylesinus orni,NA,Animalia,NA, 1239138
"7811","Hylesinus taranio",Hylesinus taranio,NA,Animalia,NA, 9311247
"7812","Hylesinus toranio",Hylesinus toranio,NA,Animalia,NA, 1239066
"7813","Hylesinus varius",Hylesinus varius,NA,Animalia,NA, 7825487
"7814","Hylesinus wachtli",Hylesinus wachtli,NA,Animalia,NA, 1239143
"7815","Hylia prasina",Hylia prasina,NA,Animalia,NA, 2493098
"7816","Hylis olexai",Hylis olexai,NA,Animalia,NA, 4431062
"7817","Hylobates agilis",Hylobates agilis,NA,Animalia,NA, 5219550
"7818","Hylobius (Callirus) abietis",Hylobius abietis,NA,Animalia,NA, 7805462
"7819","Hylobius abietis",Hylobius abietis,NA,Animalia,NA, 7805462
"7820","Hylobius pales",Hylobius pales,NA,Animalia,NA, 8397877
"7821","Hylocichla mustelina",Hylocichla mustelina,NA,Animalia,NA, 2490872
"7822","Hylophilus poicilotis",Hylophilus poicilotis,NA,Animalia,NA, 5230497
"7823","Hyloscirtus bogotensis",Hyloscirtus bogotensis,NA,Animalia,NA, 2428295
"7824","Hylotelephium ewersii",Hylotelephium ewersii,NA,Plantae,NA, 4202057
"7825","Hylotelephium maximum",Hylotelephium maximum,NA,Plantae,NA, 7334631
"7826","Hylotelephium spectabile",Hylotelephium spectabile,NA,Plantae,NA, 2985863
"7827","Hylotelephium telephium",Hylotelephium telephium,NA,Plantae,NA, 2985865
"7828","Hylurgopinus rufipes",Hylurgopinus rufipes,NA,Animalia,NA, 1183866
"7829","Hylurgops palliatus",Hylurgops palliatus,NA,Animalia,NA, 7748881
"7830","Hylurgus ligniperda",Hylurgus ligniperda,NA,Animalia,NA, 5017514
"7831","Hymenochaete carpatica",Hymenochaete carpatica,NA,Fungi,NA, 2519743
"7832","Hymenochaete cinnamomea",Hymenochaete cinnamomea,NA,Fungi,NA, 8787203
"7833","Hymenochaete corrugata",NA,Hymenochaete corrugata (Fr.) Lév.,NA,EXACT, 2519747
"7834","Hymenochaete fuliginosa",Hymenochaete fuliginosa,NA,Fungi,NA, 2519806
"7835","Hymenochaete rubiginosa",Hymenochaete rubiginosa,NA,Fungi,NA, 2519770
"7836","Hymenochaete spreta",Hymenochaete spreta,NA,Fungi,NA, 2519782
"7837","Hymenochaete tabacina",NA,Hymenochaete tabacina (Sowerby) Lév.,NA,EXACT, 2520013
"7838","Hymenochaete tenuis",Hymenochaete tenuis,NA,Fungi,NA, 2519763
"7839","Hymenochaetopsis olivacea",NA,Hymenochaetopsis olivacea (Schwein.) S.H.He & Jiao Yang,NA,EXACT, 9758565
"7840","Hymenogaster gilkeyae",Hymenogaster gilkeyae,NA,Fungi,NA, 5459757
"7841","Hymenogaster huthii",Hymenogaster huthii,NA,Fungi,NA, 7962266
"7842","Hymenogaster parksii",Hymenogaster parksii,NA,Fungi,NA, 5459753
"7843","Hymenogaster vulgaris",Hymenogaster vulgaris,NA,Fungi,NA, 5242423
"7844","Hymenolepis exigua",Hymenolepis exigua,NA,Animalia,NA, 8934150
"7845","Hymenolepis exilis",Hymenolepis exilis,NA,Animalia,NA, 8730307
"7846","Hymenopappus filifolius",Hymenopappus filifolius,NA,Plantae,NA, 3110177
"7847","Hymenoscyphus",Hymenoscyphus,NA,Fungi,NA, 2513008
"7848","Hymenoscyphus albidus",Hymenoscyphus albidus,NA,Fungi,NA, 8621048
"7849","Hymenoscyphus calyculus",Hymenoscyphus calyculus,NA,Fungi,NA, 2582283
"7850","Hymenoscyphus caudatus",Hymenoscyphus caudatus,NA,Fungi,NA, 2582362
"7851","Hymenoscyphus eichleri",Hymenoscyphus eichleri,NA,Fungi,NA, 7602867
"7852","Hymenoscyphus epiphyllus",Hymenoscyphus epiphyllus,NA,Fungi,NA, 9099774
"7853","Hymenoscyphus fraxineus",Hymenoscyphus fraxineus,NA,Fungi,NA, 8313437
"7854","Hymenoscyphus fructigenus",Hymenoscyphus fructigenus,NA,Fungi,NA, 9198759
"7855","Hymenoscyphus herbarum",Hymenoscyphus herbarum,NA,Fungi,NA, 2582384
"7856","Hymenoscyphus humuli",Hymenoscyphus humuli,NA,Fungi,NA, 2582241
"7857","Hymenoscyphus phyllogenus",Hymenoscyphus phyllogenus,NA,Fungi,NA, 2582459
"7858","Hymenoscyphus pseudoalbidus",Hymenoscyphus pseudoalbidus,NA,Fungi,NA, 7699567
"7859","Hymenoscyphus salicellus",Hymenoscyphus salicellus,NA,Fungi,NA, 2582414
"7860","Hymenoscyphus subpallescens",Hymenoscyphus subpallescens,NA,Fungi,NA, 2582313
"7861","Hymenoscyphus vitigenus",Hymenoscyphus vitigenus,NA,Fungi,NA, 2582422
"7862","Hymenothrix loomisii",Hymenothrix loomisii,NA,Plantae,NA, 3095897
"7863","Hypagyrtis piniata",Hypagyrtis piniata,NA,Animalia,NA, 1963874
"7864","Hypanartia bella",Hypanartia bella,NA,Animalia,NA, 1894085
"7865","Hypanartia lethe",Hypanartia lethe,NA,Animalia,NA, 1894088
"7866","Hypanthidium mexicanum",Hypanthidium mexicanum,NA,Animalia,NA, 1338240
"7867","Hypena laceratalis",NA,Hypena laceratalis Walker, 1859,NA,EXACT, 1798667
"7868","Hypera meles",Hypera meles,NA,Animalia,NA, 1191167
"7869","Hypera nigrirostris",Hypera nigrirostris,NA,Animalia,NA, 1191136
"7870","Hypera plantaginis",Hypera plantaginis,NA,Animalia,NA, 1190969
"7871","Hypera postica",Hypera postica,NA,Animalia,NA, 1191191
"7872","Hypera punctata",NA,Hypera punctata (J.C.Fabricius, 1775),NA,EXACT, 1191066
"7873","Hypera suspiciosa",NA,Hypera suspiciosa (Herbst, 1795),NA,EXACT, 1191197
"7874","Hypera venusta",Hypera venusta,NA,Animalia,NA, 4464820
"7875","Hyperaspis campestris",Hyperaspis campestris,NA,Animalia,NA, 6097848
"7876","Hyperchiria incisa",Hyperchiria incisa,NA,Animalia,NA, 1865711
