"","sourceSpeciesName","sourcePhylum","sourceKingdom","interactionType","targetSpeciesName","targetPhylum","targetKingdom"
"48217","Thuja occidentalis","Tracheophyta","Plantae","interactsWith","Carulaspis juniperi","Arthropoda","Animalia"
"48218","Thuja occidentalis","Tracheophyta","Plantae","interactsWith","Dichrooscytus elegans","Arthropoda","Animalia"
"48219","Thuja occidentalis","Tracheophyta","Plantae","interactsWith","Dichrooscytus repletus","Arthropoda","Animalia"
"48220","Thuja occidentalis","Tracheophyta","Plantae","interactsWith","Camponotus pennsylvanicus","Arthropoda","Animalia"
"48221","Thuja occidentalis","Tracheophyta","Plantae","interactsWith","Acer spicatum","Tracheophyta","Plantae"
"48222","Thuja occidentalis","Tracheophyta","Plantae","interactsWith","Cornus canadensis","Tracheophyta","Plantae"
"48223","Thuja occidentalis","Tracheophyta","Plantae","interactsWith","Sarracenia purpurea","Tracheophyta","Plantae"
"48224","Thuja occidentalis","Tracheophyta","Plantae","interactsWith","Acer rubrum","Tracheophyta","Plantae"
"48225","Thuja occidentalis","Tracheophyta","Plantae","interactsWith","Gaultheria procumbens","Tracheophyta","Plantae"
"48226","Thuja occidentalis","Tracheophyta","Plantae","interactsWith","Fraxinus nigra","Tracheophyta","Plantae"
"48227","Thuja occidentalis","Tracheophyta","Plantae","interactsWith","Lonicera canadensis","Tracheophyta","Plantae"
"48228","Thuja occidentalis","Tracheophyta","Plantae","interactsWith","Cornus sericea","Tracheophyta","Plantae"
"48229","Thuja occidentalis","Tracheophyta","Plantae","interactsWith","Camponotus chromaiodes","Arthropoda","Animalia"
"48230","Thuja occidentalis","Tracheophyta","Plantae","interactsWith","Populus tremuloides","Tracheophyta","Plantae"
"48231","Thuja occidentalis","Tracheophyta","Plantae","interactsWith","Semiothisa continuata","Arthropoda","Animalia"
"48232","Thuja occidentalis","Tracheophyta","Plantae","interactsWith","Coleotechnites thujaella","Arthropoda","Animalia"
"48233","Thuja occidentalis","Tracheophyta","Plantae","interactsWith","Kabatina thujae","Ascomycota","Fungi"
"48234","Thuja occidentalis","Tracheophyta","Plantae","interactsWith","Dothiora thujae","Ascomycota","Fungi"
"48235","Thuja occidentalis","Tracheophyta","Plantae","interactsWith","Amylostereum laevigatum","Basidiomycota","Fungi"
"48236","Thuja occidentalis","Tracheophyta","Plantae","interactsWith","Didymascella thujina","Ascomycota","Fungi"
"48237","Thuja occidentalis","Tracheophyta","Plantae","interactsWith","Alnus incana","Tracheophyta","Plantae"
"48238","Thuja occidentalis","Tracheophyta","Plantae","interactsWith","Pinus strobus","Tracheophyta","Plantae"
"48239","Thuja occidentalis","Tracheophyta","Plantae","interactsWith","Abies balsamea","Tracheophyta","Plantae"
"48240","Thuja occidentalis","Tracheophyta","Plantae","interactsWith","Tsuga canadensis","Tracheophyta","Plantae"
"48241","Thuja occidentalis","Tracheophyta","Plantae","interactsWith","Picea mariana","Tracheophyta","Plantae"
"48242","Thuja occidentalis","Tracheophyta","Plantae","interactsWith","Maianthemum canadense","Tracheophyta","Plantae"
"48243","Thuja occidentalis","Tracheophyta","Plantae","interactsWith","Maianthemum trifolium","Tracheophyta","Plantae"
"48244","Juniperus scopulorum","Tracheophyta","Plantae","interactsWith","Pseudotsuga menziesii","Tracheophyta","Plantae"
"48245","Thuja plicata","Tracheophyta","Plantae","interactsWith","Aralia cordata","Tracheophyta","Plantae"
"48246","Thuja plicata","Tracheophyta","Plantae","interactsWith","Rubus idaeus","Tracheophyta","Plantae"
"48247","Thuja plicata","Tracheophyta","Plantae","interactsWith","Symphoricarpos albus","Tracheophyta","Plantae"
"48248","Cupressus sempervirens","Tracheophyta","Plantae","interactsWith","Seiridium cardinale","Ascomycota","Fungi"
"48249","Cupressus sempervirens","Tracheophyta","Plantae","interactsWith","Cupressus sempervirens","Tracheophyta","Plantae"
"48250","Cupressus sempervirens","Tracheophyta","Plantae","hasVector","Wind wind","",""
"48251","Sequoia sempervirens","Tracheophyta","Plantae","interactsWith","Pseudotsuga menziesii","Tracheophyta","Plantae"
"48252","Chamaecyparis lawsoniana","Tracheophyta","Plantae","interactsWith","Pseudotsuga menziesii","Tracheophyta","Plantae"
"48253","Picea sitchensis","Tracheophyta","Plantae","interactsWith","Pseudotsuga menziesii","Tracheophyta","Plantae"
"48254","Tsuga heterophylla","Tracheophyta","Plantae","interactsWith","Symphoricarpos albus","Tracheophyta","Plantae"
"48255","Tsuga heterophylla","Tracheophyta","Plantae","interactsWith","Pseudotsuga menziesii","Tracheophyta","Plantae"
"48256","Picea pungens","Tracheophyta","Plantae","interactsWith","Symphoricarpos albus","Tracheophyta","Plantae"
"48257","Picea pungens","Tracheophyta","Plantae","interactsWith","Pseudotsuga menziesii","Tracheophyta","Plantae"
"48258","Larix occidentalis","Tracheophyta","Plantae","interactsWith","Aralia cordata","Tracheophyta","Plantae"
"48259","Larix occidentalis","Tracheophyta","Plantae","interactsWith","Symphoricarpos albus","Tracheophyta","Plantae"
"48260","Larix occidentalis","Tracheophyta","Plantae","interactsWith","Pseudotsuga menziesii","Tracheophyta","Plantae"
"48261","Abies concolor","Tracheophyta","Plantae","interactsWith","Pseudotsuga menziesii","Tracheophyta","Plantae"
"48262","Abies concolor","Tracheophyta","Plantae","interactsWith","Pseudotsuga menziesii","Charophyta","Plantae"
"48263","Pinus pungens","Tracheophyta","Plantae","interactsWith","Robinia pseudoacacia","Tracheophyta","Plantae"
"48264","Polistes dominula","Arthropoda","Animalia","visitsFlowersOf","Echinops exaltatus","Tracheophyta","Plantae"
"48265","Polistes dominula","Arthropoda","Animalia","visitsFlowersOf","Asclepias tuberosa","Tracheophyta","Plantae"
"48266","Polistes dominula","Arthropoda","Animalia","visitsFlowersOf","Schinus terebinthifolia","Spermatophyta",""
"48267","Polistes dominula","Arthropoda","Animalia","visitsFlowersOf","Lavandula angustifolia","Tracheophyta","Plantae"
"48268","Polistes dominula","Arthropoda","Animalia","visitsFlowersOf","Solidago gigantea","Tracheophyta","Plantae"
"48269","Polistes dominula","Arthropoda","Animalia","visitsFlowersOf","Allium cernuum","Tracheophyta","Plantae"
"48270","Ganoderma australe","Basidiomycota","Fungi","interactsWith","Robinia pseudoacacia","Tracheophyta","Plantae"
"48271","Japewia tornoënsis","Ascomycota","Fungi","hasHost","Pseudotsuga menziesii","Charophyta","Plantae"
"48272","Rodwayella sessilis","Ascomycota","Fungi","eats","Pseudotsuga menziesii","Tracheophyta","Plantae"
"48273","Armillaria gallica","Basidiomycota","Fungi","interactsWith","Pseudotsuga menziesii","Tracheophyta","Plantae"
"48274","Dendrophora erumpens","Basidiomycota","Fungi","pathogenOf","Prunus cerasus","Tracheophyta","Plantae"
"48275","Leucoagaricus georginae","Basidiomycota","Fungi","interactsWith","Castanea sativa","Tracheophyta","Plantae"
"48276","Trametes ochracea","Basidiomycota","Fungi","interactsWith","Acer pseudoplatanus","Tracheophyta","Plantae"
"48277","Trametes ochracea","Basidiomycota","Fungi","hasHost","Pseudotsuga menziesii","Tracheophyta","Plantae"
"48278","Crustomyces expallens","Basidiomycota","Fungi","interactsWith","Acer pseudoplatanus","Tracheophyta","Plantae"
"48279","Crustomyces expallens","Basidiomycota","Fungi","interactsWith","Acer platanoides","Tracheophyta","Plantae"
"48280","Leptosporomyces fuscostratus","Basidiomycota","Fungi","interactsWith","Betula pendula","Tracheophyta","Plantae"
"48281","Phlebiopsis ravenelii","Basidiomycota","Fungi","interactsWith","Rubus fruticosus","Tracheophyta","Plantae"
"48282","Leucoagaricus ionidicolor","Basidiomycota","Fungi","interactsWith","Carpinus betulus","Tracheophyta","Plantae"
"48283","Septoria quercina","Ascomycota","Fungi","interactsWith","Quercus robur","Tracheophyta","Plantae"
"48284","Eutypa lata","Ascomycota","Fungi","hasHost","Vitis vinifera","Tracheophyta","Plantae"
"48285","Eutypa lata","Ascomycota","Fungi","hasHost","Hedera helix","Tracheophyta","Plantae"
"48286","Eutypa lata","Ascomycota","Fungi","hasHost","Acer pseudoplatanus","Tracheophyta","Plantae"
"48287","Eutypa lata","Ascomycota","Fungi","hasHost","Carpinus betulus","Charophyta","Plantae"
"48288","Dothidotthia celtidis","Ascomycota","Fungi","interactsWith","Castanea sativa","Tracheophyta","Plantae"
"48289","Diaporthe rudis","Ascomycota","Fungi","hasHost","Hedera helix","Tracheophyta","Plantae"
"48290","Didymosphaeria rubicola","Ascomycota","Fungi","interactsWith","Rubus fruticosus","Tracheophyta","Plantae"
"48291","Coniophora arida","Basidiomycota","Fungi","interactsWith","Hedera helix","Tracheophyta","Plantae"
"48292","Coniophora arida","Basidiomycota","Fungi","interactsWith","Acer pseudoplatanus","Tracheophyta","Plantae"
"48293","Coniophora arida","Basidiomycota","Fungi","hasHost","Pseudotsuga menziesii","Tracheophyta","Plantae"
"48294","Pluteus umbrosus","Basidiomycota","Fungi","interactsWith","Acer pseudoplatanus","Tracheophyta","Plantae"
"48295","Erysiphe prunastri","Ascomycota","Fungi","interactsWith","Prunus domestica","Tracheophyta","Plantae"
"48296","Erysiphe prunastri","Ascomycota","Fungi","hasHost","Prunus domestica","Tracheophyta","Plantae"
"48297","Peronospora sparsa","Oomycota","Chromista","parasiteOf","Rubus glaucus","Tracheophyta","Plantae"
"48298","Peronospora sparsa","Oomycota","Chromista","interactsWith","Rubus idaeus","Tracheophyta","Plantae"
"48299","Peronospora sparsa","Oomycota","Chromista","interactsWith","Rubus fruticosus","Tracheophyta","Plantae"
"48300","Eutypella prunastri","Ascomycota","Fungi","interactsWith","Prunus avium","Tracheophyta","Plantae"
"48301","Pleurotus pulmonarius","Basidiomycota","Fungi","interactsWith","Betula pendula","Tracheophyta","Plantae"
"48302","Xylaria filiformis","Ascomycota","Fungi","interactsWith","Castanea sativa","Tracheophyta","Plantae"
"48303","Melogramma campylosporum","Ascomycota","Fungi","interactsWith","Carpinus betulus","Tracheophyta","Plantae"
"48304","Aleurodiscus amorphus","Basidiomycota","Fungi","hasHost","Pseudotsuga menziesii","Charophyta","Plantae"
"48305","Rutstroemia fruticeti","Ascomycota","Fungi","interactsWith","Rubus fruticosus","Tracheophyta","Plantae"
"48306","Macrophoma collabens","Ascomycota","Fungi","hasHost","Prunus domestica","Tracheophyta","Plantae"
"48307","Puccinia coronata","Basidiomycota","Fungi","parasiteOf","Alopecurus pratensis","Tracheophyta","Plantae"
"48308","Puccinia coronata","Basidiomycota","Fungi","hasHost","Symphoricarpos albus","Tracheophyta","Plantae"
"48309","Pocillum cesatii","Ascomycota","Fungi","hasHost","Quercus robur","Tracheophyta","Plantae"
"48310","Tulasnella eichleriana","Basidiomycota","Fungi","hasHost","Betula pendula","Tracheophyta","Plantae"
"48311","Septoria apiicola","Ascomycota","Fungi","parasiteOf","Ficus americana","Tracheophyta","Plantae"
"48312","Septoria apiicola","Ascomycota","Fungi","parasiteOf","Apium graveolens","Tracheophyta","Plantae"
"48313","Mollisia ramealis","Ascomycota","Fungi","interactsWith","Castanea sativa","Tracheophyta","Plantae"
"48314","Eutypa maura","Ascomycota","Fungi","interactsWith","Castanea sativa","Tracheophyta","Plantae"
"48315","Eutypa maura","Ascomycota","Fungi","interactsWith","Acer pseudoplatanus","Tracheophyta","Plantae"
"48316","Rosellinia necatrix","Ascomycota","Fungi","interactsWith","Vitis vinifera","Tracheophyta","Plantae"
"48317","Rosellinia necatrix","Ascomycota","Fungi","interactsWith","Pyrus communis","Tracheophyta","Plantae"
"48318","Bulgaria inquinans","Ascomycota","Fungi","interactsWith","Castanea sativa","Tracheophyta","Plantae"
"48319","Bulgaria inquinans","Ascomycota","Fungi","interactsWith","Carpinus betulus","Tracheophyta","Plantae"
"48320","Pluteus petasatus","Basidiomycota","Fungi","interactsWith","Acer pseudoplatanus","Tracheophyta","Plantae"
"48321","Lophiostoma","Ascomycota","Fungi","hasHost","Pseudotsuga menziesii","Tracheophyta","Plantae"
"48322","Phyllactinia guttata","Ascomycota","Fungi","interactsWith","Castanea sativa","Tracheophyta","Plantae"
"48323","Phyllactinia guttata","Ascomycota","Fungi","interactsWith","Betula pendula","Tracheophyta","Plantae"
"48324","Phyllactinia guttata","Ascomycota","Fungi","interactsWith","Hedera helix","Tracheophyta","Plantae"
"48325","Phyllactinia guttata","Ascomycota","Fungi","interactsWith","Alnus glutinosa","Tracheophyta","Plantae"
"48326","Phyllactinia guttata","Ascomycota","Fungi","interactsWith","Carpinus betulus","Tracheophyta","Plantae"
"48327","Phyllactinia guttata","Ascomycota","Fungi","interactsWith","Fraxinus excelsior","Tracheophyta","Plantae"
"48328","Phyllactinia guttata","Ascomycota","Fungi","hasHost","Robinia pseudoacacia","Tracheophyta","Plantae"
"48329","Phyllactinia guttata","Ascomycota","Fungi","hasHost","Alnus glutinosa","Charophyta","Plantae"
"48330","Helvella lacunosa","Ascomycota","Fungi","hasHost","Fagus grandifolia","Tracheophyta","Plantae"
"48331","Helvella lacunosa","Ascomycota","Fungi","hasHost","Pseudotsuga menziesii","Tracheophyta","Plantae"
"48332","Helvella lacunosa","Ascomycota","Fungi","hasHost","Alnus glutinosa","Charophyta","Plantae"
"48333","Sordaria fimicola","Ascomycota","Fungi","interactsWith","Bos taurus","Chordata","Animalia"
"48334","Sordaria fimicola","Ascomycota","Fungi","interactsWith","Oryctolagus cuniculus","Chordata","Animalia"
"48335","Pluteus salicinus","Basidiomycota","Fungi","interactsWith","Carpinus betulus","Tracheophyta","Plantae"
"48336","Thecotheus pelletieri","Ascomycota","Fungi","interactsWith","Bos taurus","Chordata","Animalia"
"48337","Ohleria rugulosa","Ascomycota","Fungi","interactsWith","Carpinus betulus","Tracheophyta","Plantae"
"48338","Ohleria rugulosa","Ascomycota","Fungi","hasHost","Carpinus betulus","Charophyta","Plantae"
"48339","Mollisia ligni","Ascomycota","Fungi","interactsWith","Castanea sativa","Tracheophyta","Plantae"
"48340","Mollisia ligni","Ascomycota","Fungi","interactsWith","Carpinus betulus","Tracheophyta","Plantae"
"48341","Taphridium umbelliferarum","Ascomycota","Fungi","interactsWith","Heracleum sphondylium","Tracheophyta","Plantae"
"48342","Erysiphe necator","Ascomycota","Fungi","interactsWith","Vitis vinifera","Tracheophyta","Plantae"
"48343","Pluteus hispidulus","Basidiomycota","Fungi","interactsWith","Acer pseudoplatanus","Tracheophyta","Plantae"
"48344","Melanconium hederae","Ascomycota","Fungi","interactsWith","Hedera helix","Tracheophyta","Plantae"
"48345","Aleurodiscus aurantius","Basidiomycota","Fungi","interactsWith","Rubus fruticosus","Tracheophyta","Plantae"
"48346","Acanthophysium apricans","Basidiomycota","Fungi","interactsWith","Rubus fruticosus","Tracheophyta","Plantae"
"48347","Phragmidium violaceum","Basidiomycota","Fungi","interactsWith","Rubus idaeus","Tracheophyta","Plantae"
"48348","Phragmidium violaceum","Basidiomycota","Fungi","hasHost","Rubus crataegifolius","Tracheophyta","Plantae"
"48349","Phragmidium violaceum","Basidiomycota","Fungi","hasHost","Rubus idaeus","Tracheophyta","Plantae"
"48350","Trametes gibbosa","Basidiomycota","Fungi","interactsWith","Castanea sativa","Tracheophyta","Plantae"
"48351","Trametes gibbosa","Basidiomycota","Fungi","interactsWith","Acer pseudoplatanus","Tracheophyta","Plantae"
"48352","Trametes gibbosa","Basidiomycota","Fungi","interactsWith","Prunus avium","Tracheophyta","Plantae"
"48353","Diplodia subtecta","Ascomycota","Fungi","hasHost","Acer pseudoplatanus","Tracheophyta","Plantae"
"48354","Cladosporium epiphyllum","Ascomycota","Fungi","pathogenOf","Vitis vinifera","Tracheophyta","Plantae"
"48355","Cladosporium epiphyllum","Ascomycota","Fungi","pathogenOf","Camellia sinensis","Tracheophyta","Plantae"
"48356","Cladosporium epiphyllum","Ascomycota","Fungi","hasHost","Hedera helix","Tracheophyta","Plantae"
"48357","Cladosporium epiphyllum","Ascomycota","Fungi","hasHost","Quercus robur","Tracheophyta","Plantae"
"48358","Cladosporium epiphyllum","Ascomycota","Fungi","hasHost","Acer pseudoplatanus","Tracheophyta","Plantae"
"48359","Cladosporium epiphyllum","Ascomycota","Fungi","hasHost","Acer platanoides","Tracheophyta","Plantae"
"48360","Cladosporium epiphyllum","Ascomycota","Fungi","hasHost","Euonymus japonicus","Tracheophyta","Plantae"
"48361","Phleogena faginea","Basidiomycota","Fungi","interactsWith","Carpinus betulus","Tracheophyta","Plantae"
"48362","Phleogena faginea","Basidiomycota","Fungi","hasHost","Quercus robur","Tracheophyta","Plantae"
"48363","Puccinia","Basidiomycota","Fungi","parasiteOf","Artemisia vulgaris","Tracheophyta","Plantae"
"48364","Puccinia","Basidiomycota","Fungi","parasiteOf","Artemisia absinthium","Tracheophyta","Plantae"
"48365","Cortinarius sanguineus","Basidiomycota","Fungi","interactsWith","Quercus robur","Tracheophyta","Plantae"
"48366","Valsella clypeata","Ascomycota","Fungi","interactsWith","Rubus fruticosus","Tracheophyta","Plantae"
"48367","Ganoderma lucidum","Basidiomycota","Fungi","interactsWith","Carpinus betulus","Tracheophyta","Plantae"
"48368","Ganoderma lucidum","Basidiomycota","Fungi","interactsWith","Robinia pseudoacacia","Tracheophyta","Plantae"
"48369","Ganoderma lucidum","Basidiomycota","Fungi","interactsWith","Prunus domestica","Tracheophyta","Plantae"
"48370","Ganoderma lucidum","Basidiomycota","Fungi","interactsWith","Pseudotsuga menziesii","Tracheophyta","Plantae"
"48371","Ganoderma lucidum","Basidiomycota","Fungi","hasHost","Robinia pseudoacacia","Tracheophyta","Plantae"
"48372","Russula nauseosa","Basidiomycota","Fungi","hasHost","Pseudotsuga menziesii","Tracheophyta","Plantae"
"48373","Coniophora puteana","Basidiomycota","Fungi","hasHost","Cupressus sempervirens","Tracheophyta","Plantae"
"48374","Clitocybe truncicola","Basidiomycota","Fungi","interactsWith","Acer pseudoplatanus","Tracheophyta","Plantae"
"48375","Lactarius pyrogalus","Basidiomycota","Fungi","interactsWith","Carpinus betulus","Tracheophyta","Plantae"
"48376","Anthostomella appendiculosa","Ascomycota","Fungi","interactsWith","Rubus fruticosus","Tracheophyta","Plantae"
"48377","Lophiotrema curreyi","Ascomycota","Fungi","interactsWith","Rubus idaeus","Tracheophyta","Plantae"
"48378","Gymnosporangium globosum","Basidiomycota","Fungi","pathogenOf","Pyrus communis","Tracheophyta","Plantae"
"48379","Typhula phacorrhiza","Basidiomycota","Fungi","interactsWith","Acer pseudoplatanus","Tracheophyta","Plantae"
"48380","Cercospora moricola","Ascomycota","Fungi","hasHost","Morus alba","Charophyta","Plantae"
"48381","Boletus aereus","Basidiomycota","Fungi","interactsWith","Carpinus betulus","Tracheophyta","Plantae"
"48382","Valsella polyspora","Ascomycota","Fungi","hasHost","Betula pendula","Tracheophyta","Plantae"
"48383","Typhula crassipes","Basidiomycota","Fungi","interactsWith","Acer pseudoplatanus","Tracheophyta","Plantae"
"48384","Typhula crassipes","Basidiomycota","Fungi","hasHost","Fraxinus excelsior","Tracheophyta","Plantae"
"48385","Pleurotus dryinus","Basidiomycota","Fungi","interactsWith","Acer pseudoplatanus","Tracheophyta","Plantae"
"48386","Tremella mesenterica","Basidiomycota","Fungi","hasHost","Alnus glutinosa","Charophyta","Plantae"
"48387","Tremella mesenterica","Basidiomycota","Fungi","adjacentTo","Fagus sylvatica","Charophyta","Plantae"
"48388","Auricularia mesenterica","Basidiomycota","Fungi","interactsWith","Ficus carica","Tracheophyta","Plantae"
"48389","Melogramma spiniferum","Ascomycota","Fungi","hasHost","Carpinus betulus","Charophyta","Plantae"
"48390","Venturia ditricha","Ascomycota","Fungi","interactsWith","Betula pendula","Tracheophyta","Plantae"
"48391","Venturia ditricha","Ascomycota","Fungi","hasHost","Fraxinus excelsior","Tracheophyta","Plantae"
"48392","Puccinia graminis","Basidiomycota","Fungi","parasiteOf","Anthoxanthum odoratum","Tracheophyta","Plantae"
"48393","Diaporthe oncostoma","Ascomycota","Fungi","interactsWith","Robinia pseudoacacia","Tracheophyta","Plantae"
"48394","Diaporthe oncostoma","Ascomycota","Fungi","hasHost","Robinia pseudoacacia","Charophyta","Plantae"
"48395","Panus conchatus","Basidiomycota","Fungi","interactsWith","Acer pseudoplatanus","Tracheophyta","Plantae"
"48396","Panus conchatus","Basidiomycota","Fungi","hasHost","Pseudotsuga menziesii","Tracheophyta","Plantae"
"48397","Cortinarius stillatitius","Basidiomycota","Fungi","interactsWith","Castanea sativa","Tracheophyta","Plantae"
"48398","Leptosphaeria doliolum","Ascomycota","Fungi","hasHost","Angelica sylvestris","Tracheophyta","Plantae"
"48399","Leptosphaeria doliolum","Ascomycota","Fungi","hasHost","Foeniculum vulgare","Tracheophyta","Plantae"
"48400","Lactarius lilacinus","Basidiomycota","Fungi","interactsWith","Alnus glutinosa","Tracheophyta","Plantae"
"48401","Cortinarius rufo-olivaceus","Basidiomycota","Fungi","interactsWith","Carpinus betulus","Tracheophyta","Plantae"
"48402","Pterula subulata","Basidiomycota","Fungi","interactsWith","Rubus fruticosus","Tracheophyta","Plantae"
"48403","Puccinia violae","Basidiomycota","Fungi","hasHost","Viola reichenbachiana","Streptophyta","Viridiplantae"
"48404","Marasmius torquescens","Basidiomycota","Fungi","interactsWith","Acer pseudoplatanus","Tracheophyta","Plantae"
"48405","Trichoderma viride","Ascomycota","Fungi","hasHost","Fraxinus excelsior","Tracheophyta","Plantae"
"48406","Trichoderma viride","Ascomycota","Fungi","hasHost","Pseudotsuga menziesii","Tracheophyta","Plantae"
"48407","Ciboria rufofusca","Ascomycota","Fungi","interactsWith","Pseudotsuga menziesii","Tracheophyta","Plantae"
"48408","Ciboria rufofusca","Ascomycota","Fungi","hasHost","Pseudotsuga menziesii","Tracheophyta","Plantae"
"48409","Hymenogaster luteus","Basidiomycota","Fungi","hasHost","Carpinus betulus","Charophyta","Plantae"
"48410","Amanita virosa","Basidiomycota","Fungi","interactsWith","Castanea sativa","Tracheophyta","Plantae"
"48411","Russula albonigra","Basidiomycota","Fungi","interactsWith","Pseudotsuga menziesii","Tracheophyta","Plantae"
"48412","Saccharomyces cerevisiae","Ascomycota","Fungi","interactsWith","Apis mellifera","Arthropoda","Animalia"
"48413","Typhula erythropus","Basidiomycota","Fungi","interactsWith","Acer pseudoplatanus","Tracheophyta","Plantae"
"48414","Phyllosticta circumscissa","Ascomycota","Fungi","hasHost","Prunus avium","Tracheophyta","Plantae"
"48415","Gyrodon lividus","Basidiomycota","Fungi","interactsWith","Alnus glutinosa","Tracheophyta","Plantae"
"48416","Fusarium sarcochroum","Ascomycota","Fungi","hasHost","Acer pseudoplatanus","Tracheophyta","Plantae"
"48417","Orbilia vinosa","Ascomycota","Fungi","interactsWith","Castanea sativa","Tracheophyta","Plantae"
"48418","Microsphaera grossulariae","Ascomycota","Fungi","interactsWith","Ribes uva-crispa","Tracheophyta","Plantae"
"48419","Microsphaera grossulariae","Ascomycota","Fungi","hasHost","Sambucus nigra","Tracheophyta","Plantae"
"48420","Microsphaera grossulariae","Ascomycota","Fungi","hasHost","Ribes uva-crispa","Magnoliophyta","Plantae"
"48421","Cortinarius obtusus","Basidiomycota","Fungi","hasHost","Alnus glutinosa","Charophyta","Plantae"
"48422","Exidia recisa","Basidiomycota","Fungi","hasHost","Prunus domestica","Tracheophyta","Plantae"
"48423","Exidia recisa","Basidiomycota","Fungi","hasHost","Salix alba","Tracheophyta","Plantae"
"48424","Exidia recisa","Basidiomycota","Fungi","hasHost","Quercus robur","Tracheophyta","Plantae"
"48425","Exidia recisa","Basidiomycota","Fungi","hasHost","Prunus avium","Tracheophyta","Plantae"
"48426","Leveillula taurica","Ascomycota","Fungi","hasHost","Passiflora caerulea","Tracheophyta","Plantae"
"48427","Leveillula taurica","Ascomycota","Fungi","hasHost","Asclepias curassavica","Tracheophyta","Plantae"
"48428","Dothidea sambuci","Ascomycota","Fungi","hasHost","Symphoricarpos albus","Tracheophyta","Plantae"
"48429","Dothidea sambuci","Ascomycota","Fungi","hasHost","Gleditsia triacanthos","Tracheophyta","Plantae"
"48430","Chromelosporium ochraceum","Ascomycota","Fungi","interactsWith","Heracleum sphondylium","Tracheophyta","Plantae"
"48431","Tremella indecorata","Basidiomycota","Fungi","hasHost","Acer platanoides","Tracheophyta","Plantae"
"48432","Hydnum umbilicatum","Basidiomycota","Fungi","hasHost","Alnus glutinosa","Charophyta","Plantae"
"48433","Lophiostoma viridarium","Ascomycota","Fungi","interactsWith","Rubus fruticosus","Tracheophyta","Plantae"
"48434","Puccinia chaerophylli","Basidiomycota","Fungi","hasHost","Angelica sylvestris","Streptophyta","Viridiplantae"
"48435","Armillaria mellea","Basidiomycota","Fungi","hasHost","Morus alba","Tracheophyta","Plantae"
"48436","Armillaria mellea","Basidiomycota","Fungi","hasHost","Pseudotsuga menziesii","Charophyta","Plantae"
"48437","Mollisia caespiticia","Ascomycota","Fungi","hasHost","Salix alba","Tracheophyta","Plantae"
"48438","Peronospora destructor","Oomycota","Chromista","interactsWith","Allium fistulosum","Tracheophyta","Plantae"
"48439","Peronospora destructor","Oomycota","Chromista","hasHost","Allium fistulosum","Tracheophyta","Plantae"
"48440","Phaeolus schweinitzii","Basidiomycota","Fungi","interactsWith","Prunus avium","Tracheophyta","Plantae"
"48441","Phaeolus schweinitzii","Basidiomycota","Fungi","interactsWith","Pseudotsuga menziesii","Tracheophyta","Plantae"
"48442","Phaeolus schweinitzii","Basidiomycota","Fungi","hasHost","Thuja occidentalis","Tracheophyta","Plantae"
"48443","Pezicula rubi","Ascomycota","Fungi","interactsWith","Rubus fruticosus","Tracheophyta","Plantae"
"48444","Crocicreas subhyalinum","Ascomycota","Fungi","interactsWith","Castanea sativa","Tracheophyta","Plantae"
"48445","Crocicreas subhyalinum","Ascomycota","Fungi","interactsWith","Acer pseudoplatanus","Tracheophyta","Plantae"
"48446","Erysiphe alphitoides","Ascomycota","Fungi","interactsWith","Castanea sativa","Tracheophyta","Plantae"
"48447","Pestalotiopsis funerea","Ascomycota","Fungi","hasHost","Pseudotsuga menziesii","Tracheophyta","Plantae"
"48448","Monilinia fructigena","Ascomycota","Fungi","interactsWith","Pyrus communis","Tracheophyta","Plantae"
"48449","Monilinia fructigena","Ascomycota","Fungi","interactsWith","Prunus domestica","Tracheophyta","Plantae"
"48450","Monilinia fructigena","Ascomycota","Fungi","interactsWith","Prunus avium","Tracheophyta","Plantae"
"48451","Trichiotinus piger","Arthropoda","Animalia","interactsWith","Symphoricarpos albus","Tracheophyta","Plantae"
"48452","Odonteus armiger","Arthropoda","Animalia","interactsWith","Bos taurus","Chordata","Animalia"
"48453","Colletotrichum dematium","Ascomycota","Fungi","interactsWith","Heracleum sphondylium","Tracheophyta","Plantae"
"48454","Colletotrichum dematium","Ascomycota","Fungi","hasHost","Reynoutria japonica","Tracheophyta","Plantae"
"48455","Andrena prunorum","Arthropoda","Animalia","visitsFlowersOf","Rubus idaeus","",""
"48456","Andrena prunorum","Arthropoda","Animalia","interactsWith","Rubus idaeus","Tracheophyta","Plantae"
"48457","Amara aulica","Arthropoda","Animalia","eats","Heracleum sphondylium","Tracheophyta","Plantae"
"48458","Amara quenseli","Arthropoda","Animalia","eats","Heracleum sphondylium","Tracheophyta","Plantae"
"48459","Gomphidius glutinosus","Basidiomycota","Fungi","interactsWith","Pseudotsuga menziesii","Tracheophyta","Plantae"
"48460","Hysterium acuminatum","Ascomycota","Fungi","hasHost","Carpinus betulus","Charophyta","Plantae"
"48461","Fomes fomentarius","Basidiomycota","Fungi","interactsWith","Acer pseudoplatanus","Tracheophyta","Plantae"
"48462","Fomes fomentarius","Basidiomycota","Fungi","hasHost","Alnus glutinosa","Tracheophyta","Plantae"
"48463","Fomes fomentarius","Basidiomycota","Fungi","hasHost","Fraxinus excelsior","Tracheophyta","Plantae"
"48464","Fomes fomentarius","Basidiomycota","Fungi","hasHost","Acer platanoides","Tracheophyta","Plantae"
