"","X","usageKey","scientificName","canonicalName","rank","status","confidence","matchType","kingdom","species","kingdomKey","speciesKey","species_name_network","king_network"
"142",2366,5231198,"Passer montanus (Linnaeus, 1758)","Passer montanus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Passer montanus",1,5231198,"Passer montanus","Animalia"
"143",2367,2494329,"Coccothraustes coccothraustes (Linnaeus, 1758)","Coccothraustes coccothraustes","SPECIES","ACCEPTED",100,"EXACT","Animalia","Coccothraustes coccothraustes",1,2494329,"Coccothraustes coccothraustes","Animalia"
"144",2382,5229490,"Pica pica (Linnaeus, 1758)","Pica pica","SPECIES","ACCEPTED",100,"EXACT","Animalia","Pica pica",1,5229490,"Pica pica","Animalia"
"145",2388,7865305,"Turdus torquatus Linnaeus, 1758","Turdus torquatus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Turdus torquatus",1,7865305,"Turdus torquatus","Animalia"
"146",2389,2492960,"Sylvia curruca (Linnaeus, 1758)","Sylvia curruca","SPECIES","ACCEPTED",100,"EXACT","Animalia","Sylvia curruca",1,2492960,"Sylvia curruca","Animalia"
"147",2390,2492943,"Sylvia communis Latham, 1787","Sylvia communis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Sylvia communis",1,2492943,"Sylvia communis","Animalia"
"148",2391,5739317,"Phoenicurus phoenicurus (Linnaeus, 1758)","Phoenicurus phoenicurus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Phoenicurus phoenicurus",1,5739317,"Phoenicurus phoenicurus","Animalia"
"149",2392,5739315,"Phoenicurus ochruros (S.G.Gmelin, 1774)","Phoenicurus ochruros","SPECIES","ACCEPTED",100,"EXACT","Animalia","Phoenicurus ochruros",1,5739315,"Phoenicurus ochruros","Animalia"
"150",2393,2494686,"Carduelis carduelis (Linnaeus, 1758)","Carduelis carduelis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Carduelis carduelis",1,2494686,"Carduelis carduelis","Animalia"
"151",2416,1533710,"Chalcosyrphus nemorum (Fabricius, 1805)","Chalcosyrphus nemorum","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chalcosyrphus nemorum",1,1533710,"Chalcosyrphus nemorum","Animalia"
"152",2427,1759083,"Lacanobia oleracea Linnaeus, 1758","Lacanobia oleracea","SPECIES","ACCEPTED",100,"EXACT","Animalia","Lacanobia oleracea",1,1759083,"Lacanobia oleracea","Animalia"
"153",2441,2433875,"Meles meles (Linnaeus, 1758)","Meles meles","SPECIES","ACCEPTED",100,"EXACT","Animalia","Meles meles",1,2433875,"Meles meles","Animalia"
"154",2450,1920218,"Aporia crataegi (Linnaeus, 1758)","Aporia crataegi","SPECIES","ACCEPTED",100,"EXACT","Animalia","Aporia crataegi",1,1920218,"Aporia crataegi","Animalia"
"155",2452,1902749,"Brenthis ino (von Rottemburg, 1775)","Brenthis ino","SPECIES","ACCEPTED",99,"EXACT","Animalia","Brenthis ino",1,1902749,"Brenthis ino",""
"156",2477,5845582,"Chloris chloris (Linnaeus, 1758)","Chloris chloris","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chloris chloris",1,5845582,"Chloris chloris","Animalia"
"157",2607,7887483,"Prionus coriarius (Linnaeus, 1758)","Prionus coriarius","SPECIES","ACCEPTED",99,"EXACT","Animalia","Prionus coriarius",1,7887483,"Prionus coriarius","Animalia"
"158",2746,8197849,"Xanthoria parietina (L.) Th.Fr.","Xanthoria parietina","SPECIES","ACCEPTED",99,"EXACT","Fungi","Xanthoria parietina",5,8197849,"Xanthoria parietina","Fungi"
"159",2794,2477968,"Dendrocopos major (Linnaeus, 1758)","Dendrocopos major","SPECIES","ACCEPTED",100,"EXACT","Animalia","Dendrocopos major",1,2477968,"Dendrocopos major","Animalia"
"160",2804,2078821,"Piezodorus lituratus (Fabricius, 1794)","Piezodorus lituratus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Piezodorus lituratus",1,2078821,"Piezodorus lituratus","Animalia"
"161",2818,2007673,"Kleidocerys resedae (Panzer, 1793)","Kleidocerys resedae","SPECIES","ACCEPTED",100,"EXACT","Animalia","Kleidocerys resedae",1,2007673,"Kleidocerys resedae","Animalia"
"162",2824,5882980,"Satyrium pruni (Linnaeus, 1758)","Satyrium pruni","SPECIES","SYNONYM",100,"EXACT","Animalia","Fixsenia pruni",1,1931779,"Satyrium pruni","Animalia"
"163",2836,1759153,"Atethmia centrago (Haworth, 1809)","Atethmia centrago","SPECIES","ACCEPTED",100,"EXACT","Animalia","Atethmia centrago",1,1759153,"Atethmia centrago","Animalia"
"164",2847,1541562,"Xylota segnis (Linnaeus, 1758)","Xylota segnis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Xylota segnis",1,1541562,"Xylota segnis","Animalia"
"165",2848,1541441,"Mallota florea (Linnaeus, 1758)","Mallota florea","SPECIES","SYNONYM",100,"EXACT","Animalia","Myathropa florea",1,4516754,"Mallota florea","Animalia"
"166",2893,1136888,"Pachytodes cerambyciformis (Schrank, 1781)","Pachytodes cerambyciformis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Pachytodes cerambyciformis",1,1136888,"Pachytodes cerambyciformis","Animalia"
"167",2904,5231190,"Passer domesticus (Linnaeus, 1758)","Passer domesticus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Passer domesticus",1,5231190,"Passer domesticus","Animalia"
"168",2925,2488949,"Oriolus oriolus (Linnaeus, 1758)","Oriolus oriolus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Oriolus oriolus",1,2488949,"Oriolus oriolus","Animalia"
"169",2926,2492606,"Ficedula hypoleuca (Pallas, 1764)","Ficedula hypoleuca","SPECIES","ACCEPTED",100,"EXACT","Animalia","Ficedula hypoleuca",1,2492606,"Ficedula hypoleuca","Animalia"
"170",2927,2492576,"Muscicapa striata (Pallas, 1764)","Muscicapa striata","SPECIES","ACCEPTED",100,"EXACT","Animalia","Muscicapa striata",1,2492576,"Muscicapa striata","Animalia"
"171",3032,5357013,"Lotus corniculatus L.","Lotus corniculatus","SPECIES","ACCEPTED",100,"EXACT","Plantae","Lotus corniculatus",6,5357013,"Lotus corniculatus","Plantae"
"172",3069,2959443,"Gleditsia triacanthos L.","Gleditsia triacanthos","SPECIES","ACCEPTED",100,"EXACT","Plantae","Gleditsia triacanthos",6,2959443,"Gleditsia triacanthos","Plantae"
"173",3076,5101394,"Cossus cossus Linnaeus, 1758","Cossus cossus","SPECIES","ACCEPTED",99,"EXACT","Animalia","Cossus cossus",1,5101394,"Cossus cossus","Animalia"
"174",3092,1975897,"Biston betularia (Linnaeus, 1758)","Biston betularia","SPECIES","ACCEPTED",100,"EXACT","Animalia","Biston betularia",1,1975897,"Biston betularia","Animalia"
"175",3118,8140883,"Brenthis daphne (Denis & Schiffermüller), 1775","Brenthis daphne","SPECIES","ACCEPTED",98,"EXACT","Animalia","Brenthis daphne",1,8140883,"Brenthis daphne",""
"176",3149,1898286,"Vanessa atalanta (Linnaeus, 1758)","Vanessa atalanta","SPECIES","ACCEPTED",97,"EXACT","Animalia","Vanessa atalanta",1,1898286,"Vanessa atalanta",""
"177",3252,5137578,"Colias erate (Esper, 1805)","Colias erate","SPECIES","ACCEPTED",99,"EXACT","Animalia","Colias erate",1,5137578,"Colias erate ",""
"178",3288,5243647,"Oudemansiella mucida (Schrad.) Höhn.","Oudemansiella mucida","SPECIES","SYNONYM",100,"EXACT","Fungi","Mucidula mucida",5,2537081,"Oudemansiella mucida","Fungi"
"179",3311,8109173,"Pyrgus malvae (Linnaeus, 1758)","Pyrgus malvae","SPECIES","ACCEPTED",100,"EXACT","Animalia","Pyrgus malvae",1,8109173,"Pyrgus malvae","Animalia"
"180",3322,7705930,"Sus scrofa Linnaeus, 1758","Sus scrofa","SPECIES","ACCEPTED",100,"EXACT","Animalia","Sus scrofa",1,7705930,"Sus scrofa","Animalia"
"181",3354,6100954,"Coloeus monedula (Linnaeus, 1758)","Coloeus monedula","SPECIES","ACCEPTED",100,"EXACT","Animalia","Coloeus monedula",1,6100954,"Coloeus monedula","Animalia"
"182",3366,5882969,"Satyrium ilicis (Esper, 1779)","Satyrium ilicis","SPECIES","SYNONYM",100,"EXACT","Animalia","Nordmannia ilicis",1,5138681,"Satyrium ilicis","Animalia"
"183",3368,5820507,"Cerambyx cerdo Linnaeus, 1758","Cerambyx cerdo","SPECIES","ACCEPTED",100,"EXACT","Animalia","Cerambyx cerdo",1,5820507,"Cerambyx cerdo","Animalia"
"184",3424,5119245,"Phalera bucephala Linnaeus, 1758","Phalera bucephala","SPECIES","ACCEPTED",100,"EXACT","Animalia","Phalera bucephala",1,5119245,"Phalera bucephala","Animalia"
"185",3430,5048805,"Empusa fasciata Brulle, 1832","Empusa fasciata","SPECIES","ACCEPTED",100,"EXACT","Animalia","Empusa fasciata",1,5048805,"Empusa fasciata","Animalia"
"186",3449,4524376,"Camptogramma bilineata (Linnaeus, 1758)","Camptogramma bilineata","SPECIES","ACCEPTED",100,"EXACT","Animalia","Camptogramma bilineata",1,4524376,"Camptogramma bilineata","Animalia"
"187",3473,10480031,"Rutpela maculata (Poda, 1761)","Rutpela maculata","SPECIES","ACCEPTED",100,"EXACT","Animalia","Rutpela maculata",1,10480031,"Rutpela maculata","Animalia"
"188",3475,4452254,"Halyzia sedecimguttata (Linnaeus, 1758)","Halyzia sedecimguttata","SPECIES","ACCEPTED",100,"EXACT","Animalia","Halyzia sedecimguttata",1,4452254,"Halyzia sedecimguttata","Animalia"
"189",3480,3924597,"Aconitum hosteanum Schur","Aconitum hosteanum","SPECIES","SYNONYM",100,"EXACT","Plantae","Aconitum lycoctonum",6,3033675,"Aconitum hosteanum","Plantae"
"190",3527,3189866,"Acer negundo L.","Acer negundo","SPECIES","ACCEPTED",100,"EXACT","Plantae","Acer negundo",6,3189866,"Acer negundo","Plantae"
"191",3529,3152373,"Malva neglecta Wallr.","Malva neglecta","SPECIES","ACCEPTED",100,"EXACT","Plantae","Malva neglecta",6,3152373,"Malva neglecta","Plantae"
"192",3534,3033675,"Aconitum lycoctonum L.","Aconitum lycoctonum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Aconitum lycoctonum",6,3033675,"Aconitum lycoctonum","Plantae"
"193",3541,2888728,"Sambucus nigra L.","Sambucus nigra","SPECIES","ACCEPTED",99,"EXACT","Plantae","Sambucus nigra",6,2888728,"Sambucus nigra","Plantae"
"194",3542,2882316,"Fagus sylvatica L.","Fagus sylvatica","SPECIES","ACCEPTED",100,"EXACT","Plantae","Fagus sylvatica",6,2882316,"Fagus sylvatica","Plantae"
"195",3544,2849427,"Orchis mascula (L.) L.","Orchis mascula","SPECIES","ACCEPTED",99,"EXACT","Plantae","Orchis mascula",6,2849427,"Orchis mascula","Plantae"
"196",3545,2816250,"Neottia ovata (L.) Bluff & Fingerh.","Neottia ovata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Neottia ovata",6,2816250,"Neottia ovata","Plantae"
"197",3546,2810677,"Dactylorhiza fuchsii (Druce) Soó","Dactylorhiza fuchsii","SPECIES","SYNONYM",100,"EXACT","Plantae","Dactylorhiza maculata",6,8179794,"Dactylorhiza fuchsii","Plantae"
"198",3562,2608944,"Physcia tenella (Scop.) DC.","Physcia tenella","SPECIES","ACCEPTED",100,"EXACT","Fungi","Physcia tenella",5,2608944,"Physcia tenella","Fungi"
"199",3644,2484916,"Sitta europaea Linnaeus, 1758","Sitta europaea","SPECIES","ACCEPTED",100,"EXACT","Animalia","Sitta europaea",1,2484916,"Sitta europaea","Animalia"
"200",3646,2479226,"Psittacula krameri (Scopoli, 1769)","Psittacula krameri","SPECIES","ACCEPTED",100,"EXACT","Animalia","Psittacula krameri",1,2479226,"Psittacula krameri","Animalia"
"201",3647,2478523,"Picus viridis Linnaeus, 1758","Picus viridis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Picus viridis",1,2478523,"Picus viridis","Animalia"
"202",3659,2078852,"Nezara viridula (Linnaeus, 1758)","Nezara viridula","SPECIES","ACCEPTED",100,"EXACT","Animalia","Nezara viridula",1,2078852,"Nezara viridula","Animalia"
"203",3672,1946844,"Ochlodes sylvanus (Esper, 1777)","Ochlodes sylvanus","SPECIES","SYNONYM",100,"EXACT","Animalia","Ochlodes venata",1,7389824,"Ochlodes sylvanus","Animalia"
"204",3673,1945597,"Spialia orbifer (Hübner, 1823)","Spialia orbifer","SPECIES","SYNONYM",100,"EXACT","Animalia","Spialia sertorius",1,1945569,"Spialia orbifer","Animalia"
"205",3685,8035998,"Hipparchia statilinus Hufnagel, 1766","Hipparchia statilinus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Hipparchia statilinus",1,8035998,"Hipparchia statilinus","Animalia"
"206",3692,1862719,"Hyles euphorbiae Linnaeus, 1758","Hyles euphorbiae","SPECIES","ACCEPTED",99,"EXACT","Animalia","Hyles euphorbiae",1,1862719,"Hyles euphorbiae","Animalia"
"207",3710,1692898,"Tettigonia viridissima (Linnaeus, 1758)","Tettigonia viridissima","SPECIES","ACCEPTED",100,"EXACT","Animalia","Tettigonia viridissima",1,1692898,"Tettigonia viridissima","Animalia"
"208",3711,1690432,"Meconema thalassinum (De Geer, 1773)","Meconema thalassinum","SPECIES","ACCEPTED",100,"EXACT","Animalia","Meconema thalassinum",1,1690432,"Meconema thalassinum","Animalia"
"209",3712,1669519,"Hemipenthes morio (Linnaeus, 1758)","Hemipenthes morio","SPECIES","ACCEPTED",100,"EXACT","Animalia","Hemipenthes morio",1,1669519,"Hemipenthes morio","Animalia"
"210",3717,1576923,"Chloromyia formosa (Scopoli, 1763)","Chloromyia formosa","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chloromyia formosa",1,1576923,"Chloromyia formosa","Animalia"
"211",3719,1556243,"Scathophaga stercoraria (Linnaeus, 1758)","Scathophaga stercoraria","SPECIES","ACCEPTED",100,"EXACT","Animalia","Scathophaga stercoraria",1,1556243,"Scathophaga stercoraria","Animalia"
"212",3721,1542979,"Ferdinandea cuprea (Scopoli, 1763)","Ferdinandea cuprea","SPECIES","ACCEPTED",100,"EXACT","Animalia","Ferdinandea cuprea",1,1542979,"Ferdinandea cuprea","Animalia"
"213",3722,1541740,"Volucella inanis (Linnaeus, 1758)","Volucella inanis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Volucella inanis",1,1541740,"Volucella inanis","Animalia"
"214",3724,1540875,"Eupeodes luniger (Meigen, 1822)","Eupeodes luniger","SPECIES","ACCEPTED",100,"EXACT","Animalia","Eupeodes luniger",1,1540875,"Eupeodes luniger","Animalia"
"215",3725,1538870,"Temnostoma vespiforme (Linnaeus, 1758)","Temnostoma vespiforme","SPECIES","ACCEPTED",100,"EXACT","Animalia","Temnostoma vespiforme",1,1538870,"Temnostoma vespiforme","Animalia"
"216",3726,1537212,"Syrphus vitripennis Meigen, 1822","Syrphus vitripennis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Syrphus vitripennis",1,1537212,"Syrphus vitripennis","Animalia"
"217",3768,1310811,"Polistes nimpha (Christ, 1791)","Polistes nimpha","SPECIES","ACCEPTED",100,"EXACT","Animalia","Polistes nimpha",1,1310811,"Polistes nimpha","Animalia"
"218",3786,5877963,"Exochomus quadripustulatus (Linnaeus, 1758)","Exochomus quadripustulatus","SPECIES","SYNONYM",100,"EXACT","Animalia","Brumus quadripustulatus",1,1043102,"Exochomus quadripustulatus","Animalia"
"219",3806,2487866,"Poecile montanus (Conrad von Baldenstein, 1827)","Poecile montanus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Poecile montanus",1,2487866,"Poecile montanus","Animalia"
"220",3814,1896841,"Aphantopus hyperantus (Linnaeus, 1758)","Aphantopus hyperantus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Aphantopus hyperantus",1,1896841,"Aphantopus hyperantus","Animalia"
"221",3822,2481621,"Stercorarius parasiticus (Linnaeus, 1758)","Stercorarius parasiticus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Stercorarius parasiticus",1,2481621,"Stercorarius parasiticus","Animalia"
"222",3846,5219057,"Mustela eversmanii Lesson, 1827","Mustela eversmanii","SPECIES","ACCEPTED",99,"EXACT","Animalia","Mustela eversmanii",1,5219057,"Mustela eversmanii","Animalia"
"223",3874,1536716,"Chrysogaster solstitialis (Fallén, 1817)","Chrysogaster solstitialis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chrysogaster solstitialis",1,1536716,"Chrysogaster solstitialis","Animalia"
"224",3880,8324121,"Trifolium pratense L.","Trifolium pratense","SPECIES","ACCEPTED",100,"EXACT","Plantae","Trifolium pratense",6,8324121,"Trifolium pratense","Plantae"
"225",3905,5421338,"Dictamnus albus L.","Dictamnus albus","SPECIES","ACCEPTED",99,"EXACT","Plantae","Dictamnus albus",6,5421338,"Dictamnus albus",""
"226",3906,2926557,"Glechoma hederacea L.","Glechoma hederacea","SPECIES","ACCEPTED",100,"EXACT","Plantae","Glechoma hederacea",6,2926557,"Glechoma hederacea","Plantae"
"227",3911,3118274,"Tanacetum vulgare L.","Tanacetum vulgare","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tanacetum vulgare",6,3118274,"Tanacetum vulgare","Plantae"
"228",3915,1881151,"Nomophila noctuella (Denis & Schiffermüller)","Nomophila noctuella","SPECIES","ACCEPTED",100,"EXACT","Animalia","Nomophila noctuella",1,1881151,"Nomophila noctuella","Animalia"
"229",3928,9485490,"Erodium cicutarium (L.) L'Hér.","Erodium cicutarium","SPECIES","ACCEPTED",99,"EXACT","Plantae","Erodium cicutarium",6,9485490,"Erodium cicutarium","Plantae"
"230",3943,5218987,"Mustela nivalis Linnaeus, 1766","Mustela nivalis","SPECIES","ACCEPTED",99,"EXACT","Animalia","Mustela nivalis",1,5218987,"Mustela nivalis",""
"231",3945,2433709,"Vormela peregusna (Güldenstädt, 1770)","Vormela peregusna","SPECIES","ACCEPTED",100,"EXACT","Animalia","Vormela peregusna",1,2433709,"Vormela peregusna","Animalia"
"232",3981,7762841,"Nymphalis polychloros (Linnaeus, 1758)","Nymphalis polychloros","SPECIES","ACCEPTED",100,"EXACT","Animalia","Nymphalis polychloros",1,7762841,"Nymphalis polychloros","Animalia"
"233",3992,2606178,"Flavoparmelia caperata (L.) Hale","Flavoparmelia caperata","SPECIES","ACCEPTED",100,"EXACT","Fungi","Flavoparmelia caperata",5,2606178,"Flavoparmelia caperata","Fungi"
"234",3999,2795869,"Cephalanthera longifolia (L.) Fritsch","Cephalanthera longifolia","SPECIES","ACCEPTED",100,"EXACT","Plantae","Cephalanthera longifolia",6,2795869,"Cephalanthera longifolia","Plantae"
"235",4000,2795952,"Cephalanthera damasonium (Mill.) Druce","Cephalanthera damasonium","SPECIES","ACCEPTED",100,"EXACT","Plantae","Cephalanthera damasonium",6,2795952,"Cephalanthera damasonium","Plantae"
"236",4001,2857601,"Allium ursinum L.","Allium ursinum","SPECIES","ACCEPTED",100,"EXACT","Plantae","Allium ursinum",6,2857601,"Allium ursinum","Plantae"
"237",4072,5219019,"Mustela erminea Linnaeus, 1758","Mustela erminea","SPECIES","ACCEPTED",100,"EXACT","Animalia","Mustela erminea",1,5219019,"Mustela erminea","Animalia"
"238",4121,5743112,"Dorcus parallelipipedus (Linnaeus, 1758)","Dorcus parallelipipedus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Dorcus parallelipipedus",1,5743112,"Dorcus parallelipipedus","Animalia"
"239",4127,1344087,"Anthophora plumipes (Pallas, 1772)","Anthophora plumipes","SPECIES","ACCEPTED",99,"EXACT","Animalia","Anthophora plumipes",1,1344087,"Anthophora plumipes","Animalia"
"240",4136,2150764,"Pisaura mirabilis (Clerck, 1757)","Pisaura mirabilis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Pisaura mirabilis",1,2150764,"Pisaura mirabilis","Animalia"
"241",4161,4459759,"Chrysomela aenea Linnaeus, 1758","Chrysomela aenea","SPECIES","SYNONYM",100,"EXACT","Animalia","Plagiosterna aenea",1,4459758,"Chrysomela aenea","Animalia"
"242",4183,5759055,"Liocoris tripustulatus (Fabricius, 1781)","Liocoris tripustulatus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Liocoris tripustulatus",1,5759055,"Liocoris tripustulatus","Animalia"
"243",4185,4485802,"Carpocoris mediterraneus Tamanini, 1958","Carpocoris mediterraneus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Carpocoris mediterraneus",1,4485802,"Carpocoris mediterraneus","Animalia"
"244",4193,1771214,"Agrotis exclamationis (Linnaeus, 1758)","Agrotis exclamationis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Agrotis exclamationis",1,1771214,"Agrotis exclamationis","Animalia"
"245",4229,9128025,"Rhagium mordax (Degeer, 1775)","Rhagium mordax","SPECIES","ACCEPTED",99,"EXACT","Animalia","Rhagium mordax",1,9128025,"Rhagium mordax","Animalia"
"246",4273,8216511,"Anoplodera sexguttata (Fabricius, 1775)","Anoplodera sexguttata","SPECIES","ACCEPTED",99,"EXACT","Animalia","Anoplodera sexguttata",1,8216511,"Anoplodera sexguttata","Animalia"
"247",4337,7251037,"Physcia adscendens H.Olivier","Physcia adscendens","SPECIES","ACCEPTED",100,"EXACT","Fungi","Physcia adscendens",5,7251037,"Physcia adscendens","Fungi"
"248",4357,6871058,"Acanthis cabaret (Müller & Pls, 1776)","Acanthis cabaret","SPECIES","SYNONYM",100,"EXACT","Animalia","Acanthis flammea",1,5231630,"Acanthis cabaret","Animalia"
"249",4378,4485782,"Peribalus strictus (Fabricius, 1803)","Peribalus strictus","SPECIES","SYNONYM",100,"EXACT","Animalia","Holcostethus strictus",1,6096794,"Peribalus strictus","Animalia"
"250",4379,6096794,"Holcostethus strictus (Fabricius, 1803)","Holcostethus strictus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Holcostethus strictus",1,6096794,"Holcostethus strictus","Animalia"
"251",4381,6093527,"Regulus ignicapilla (Temminck, 1820)","Regulus ignicapilla","SPECIES","ACCEPTED",100,"EXACT","Animalia","Regulus ignicapilla",1,6093527,"Regulus ignicapilla","Animalia"
"252",4396,5959617,"Coronella austriaca Laurenti, 1768","Coronella austriaca","SPECIES","ACCEPTED",100,"EXACT","Animalia","Coronella austriaca",1,5959617,"Coronella austriaca","Animalia"
"253",4405,5866246,"Acanthosoma haemorrhoidale (Linnaeus, 1758)","Acanthosoma haemorrhoidale","SPECIES","ACCEPTED",100,"EXACT","Animalia","Acanthosoma haemorrhoidale",1,5866246,"Acanthosoma haemorrhoidale","Animalia"
